,Song_Name,Artist,Genre,Lyrics,SongID
291,Tuyo,Rodrigo Amarante,Pop,lyrics,292
292,Strip That Down,Liam Payne,Pop,huncho quavo yo yo know taking time keeping self eyes prize watching anybody else love hit hard girl yeah bad health love cards dealt feel well know used 1d free people want one thing changing way used wanna fun get rowdy one coke bacardi sippin lightly walk inside party girls f1 type ferrari 6 gear speed girl love body grinds oh yeah know love music loud c mon strip baby lot people crowd dance put hands body swing round baby swing know love music loud c mon strip yeah yeah yeah yeah oh strip girl love hit ground girl yeah yeah yeah yeah oh strip girl love hit ground know since day met yeah swept feet know need money love beside yeah opened heart threw away key girl care bout know used 1d free people want one thing changing way used wanna fun get rowdy ooh one coke bacardi sippin lightly walk inside party girls f1 type ferrari 6 gear speed girl love body grinds ooh know love music loud c mon strip baby lot people crowd dance put hands body swing round baby yeah know love music loud c mon strip yeah yeah yeah yeah oh strip girl love hit ground girl yeah yeah yeah yeah strip oh strip girl love hit ground yeah yeah yeah yeah oh strip girl love hit ground girl yeah yeah yeah yeah yeah oh strip girl love hit ground yeah yeah yeah yeah oh quavo gon strip thug yeah strip word around town got buzz yeah word five shots love shots promise pull shut club hey took man nobody know know popped seal better drive slow slow know make feel eyes closed skrrt skrrt anything goes huncho huncho know love music loud c mon strip lot people crowd dance put hands body swing round baby know love music loud c mon strip yeah yeah yeah yeah yeah yeah yeah yeah c mon strip yeah yeah yeah yeah ayy say nothing girl strip strip yeah yeah yeah yeah want girl strip strip yeah yeah yeah yeah one girl c mon strip yeah yeah yeah yeah,293
293,Instant Crush,Daft Punk,Pop,want one forget thought everything never regret little time get need take one thing never see round believe �?lips ground wanna take place “roche�?one gives us time anymore ask look dog made offer ran got picture us kids head hear last thing said listened problems listen mine want anymore oh never alone cause happen every day kinda counted friend give give away thought wanna say never really know go chained friend cause know unlocks like door never alone cause happen every day kinda counted friend gotta give give away thought wanna say never really know go chained friend matter wanted see thought saw someone looked like summer memory never dies worked long hard give time sees right easy lies cracks road would try disguise runs scissor seam wall cannot break else would fall 1 000 lonely stars hiding cold take oh wanna sing anymore listened problems listen mine want anymore oh never alone cause happen every day kinda counted friend give give away thought wanna say never really know go chained friend cause know else never alone cause happen every day kinda counted friend give give away thought wanna say never really know go chained friend cause know else i�?understand get upset swimming around never alone cause happen every day kinda counted friend give give away thought wanna say never really know go chained friend cause know else never alone cause happen every day kinda counted friend give give away thought wanna say never really know go chained friend cause know else,294
294,What Lovers Do,Maroon 5,Pop,say say say hey hey baby oh mama play baby say say say hey hey baby said let get one thing straight baby tell tell love love love bet house lucky lucky lucky gotta tell love love love wishin lucky lucky lucky ooooh oooh wishin ooh ooh tryna lovers ooh ooooh oooh wishin ooh ooh tryna lovers ooh say say say hey hey baby gonna make hit lay baby ohhh ooh say say say hey hey baby know need gate baby oh ohhh tell tell love love love bet house lucky lucky lucky gotta tell love love love wishin lucky lucky lucky ooooh oooh wishin ooh ooh tryna lovers ooh ooooh oooh wishin wishin ooh ooh tryna lovers ooh hey yeah lovers oh ohh lovers hmm na na na hey yeah lovers oh hmm na na na oh ohh grown games grown play around young enough chase old enough know better grown changin grown mess around ooh wait forever baby us know better ooooh oooh wishin ooh ooh tryna lovers ooh ooooh oooh wishin ooh ooh tryna lovers ooh ooooh oooh wishin oh yeah ooh ooh ooh tryna lovers tryna lovers ooh ooooh oooh wishin wishin love ooh ooh tryna lovers uhh ooh ooooh oooh wishin tryna ooh ooh tryna lovers ooh,295
295,Swish Swish,Katy Perry,Pop,know know strut fuck tiger lose sleep need opinions shellfish sheep come today calculated got number cause joker courtside killer queen kiss ring best believe keep calm honey stick around minute get used funny name keeps comin outcho mouth cause stay winning lay em like swish swish bish another one basket touch another one casket game tired retire bout cute old coupon expired karma liar keeps receipts keep calm honey stick around minute get used funny name keeps comin outcho mouth cause stay winning lay em like swish swish bish another one basket touch another one casket swish swish bish another one basket touch another one casket know know katy perry know young money know know know strut hahaha yo fuck pink ferragamo sliders deck silly rap beefs get checks life movie never set amigos offset swish swish aww got upset shooters make em dance like dubstep swish swish aww haters obsessed cause make get much less tryna double back already despise fake love showin even disguise ran nicki gettin tan mirror mirror fairest bitch land damn man bitch stan muah muah generous queen kiss fan ass goodbye riding tell biggz yeah tha guy star star da ha da ha never thought swish god would take far get pimp cup pimp shit baby rock queens makin hits katy swish swish bish another one basket touch another one casket know know know know know know know strut,296
296,HOLD UP,Beyoncé,Pop,hold love like love slow love like love back love like love step love like love see man wicked way treat girl loves hold love like love oh love like love something feel right right especially comin midnight smell secrets perfect ever feel worthless come scrolling call list wanna lose pride mma fuck bitch know kept sexy know kept fun something missing maybe head one worse lookin jealous crazy jealous crazy like walked lately walked lately rather crazy hold love like love slow love like love back love like love step love like love see man wicked way treat girl loves hold love like love slow love like love let imagine moment never made name mastered wealth labeled king never made cage still movin streets never baddest woman game sheets would ride used hide lie know made find hold sing se hold love like love slow love like love back love like love step love like love see man wicked way treat girl loves hold love like love slow love like love hey shame let good love go waste always keep top tier 5 star backseat lovin car like make wood like make wood holly like boulevard worse lookin jealous crazy jealous crazy like walked lately walked lately rather crazy hold love like love slow love like love back love like love step love like love see man wicked way treat girl loves hold love like love oh love like love hop bed get swag look mirror say hop bed get swag look mirror say,297
297,I Took A Pill In Ibiza,Mike Posner,Pop,took pill ibiza show avicii cool finally got sober felt 10 years older fuck something living la drive sports car prove real big baller cause made million dollars spend girls shoes wanna high like never really knowing like ever wanna step roller coaster alone wanna ride bus like never knowing trust like wanna stuck stage singing stuck stage singing know sad songs sad songs darling know sad songs sad songs singer already blew shot get along old timers cause name reminder pop song people forgot keep girl cause soon sun comes cut em loose work excuse truth open wanna high like never really knowing like ever wanna step roller coaster alone wanna ride bus like never knowing trust like wanna stuck stage singing stuck stage singing know sad songs sad songs darling know sad songs sad songs took plane home town brought pride guitar friends gone manicured lawns people still think star walked around downtown met fans lafayette said tell us make cause getting real impatient looked em eye said wanna high like never really knowing like ever wanna step roller coaster alone wanna ride bus like never knowing trust like wanna stuck stage singing stuck stage singing know sad songs sad songs darling know sad songs sad songs,298
298,As Long As You Love Me,Justin Bieber,Pop,long love long love long love pressure seven billion people world tryna fit keep together smile face even though heart frowning hey know girl know cruel world take chances long love could starving could homeless could broke long love platinum silver gold long love long love love soldier fighting every second day dreams girl hova could destiny child scene girl stress cry oh need wings fly take hand long love could starving could homeless could broke long love platinum silver gold long love long love love know makes sense hallelujah give time place rendezvous fly beat girl know got us trust couple things spell without u top world cause used tell sky limit sky point view man stepping like woah oh god cameras point shoot ask best side stand back point one argue feel like need new girl bothered grass always greener side green water know got issues baby true true true rather work go ahead start someone new long love could starving could homeless could broke long love platinum silver gold long love mean want baby long love everyday need long love love love yeah long love yeah love long love,299
0,Lovesick Blues,Hank Williams,country,got feeling called blues oh lord since baby said goodbye lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues well love love beautiful gal matter well love love beautiful gal care lord tried tried keep satisfied stay leaving say got feeling called blues oh lord since baby said goodbye lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues,300
1,Chootay Maatay Mp3 Song Download Djpunjab,Guri,country,visit chootay maatay guri mp3 song download link chootay maatay song chootay maatay mp3 chotay maatay mp3 song chootay maatay new song chootay maatay song download chootay matay audio song chootay maatay punjabi song chootay maatay song djpunjab chutay matay mp3 download chutay maatay song download pagalworld chotay matay mp3 song download mr jatt chotay matay full song chootay maatay new punjabi song chotay matay mp3 320kbps chootay maatay guri mp3 djpunjab chootay maatay guri chootay maatay guri song download chootay maatay song guri chutay matay ft guri chootay maatay song guri guri chootay maatay mp3 free download wapking chootay maatay guri song pk guri song chootay maatay download chootay maatay full mp3 song punjabi song chootay maatay download guri new song chootay maatay chootay maatay latest song download,301
2,Babe,Sugarland,country,shame wanna one got away yeah big mistake broke sweetest promise never made kitchen floor call hear said one else could babe really blew babe getting one babe last time ever call babe last time last time last time ever call babe waste taking pictures plans made yeah strange face look innocent secret consequence babe break every time call wreck wrecking ball said one else could babe really blew babe getting one babe last time ever call babe last time last time last time since admitted keep picturing lips neck unsee hate love babe shame want one got away could babe really blew babe getting one babe could babe last time last time last time ever call babe could babe kitchen floor call hear said one else getting one babe break every time call last time wreck wrecking ball last time last time said one else last time never call babe,302
3,You Are My Sunshine,Johnny Cash,country,night dear lay sleeping dreamed held arms awoke dear mistaken bowed head cried sunshine sunshine make happy skies gray never know dear much love please take sunshine away always love make happy say leave love another regret day sunshine sunshine make happy skies gray never know dear much love please take sunshine away told dear really loved one else could come left love another shattered dreams sunshine sunshine make happy skies gray never know dear much love please take sunshine away dreams dear seem leave awake poor heart pains come back make happy forgive dear take blame sunshine sunshine make happy skies gray never know dear much love please take sunshine away,303
4,Say Something,Justin Timberlake,country,mhmm yeah alright ooh everyone knows direction heart somewhere wanna go still go everybody says say something says something�?“say something says something�?“say something says something�?wanna get caught rhythm help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something everyone knows transgressions still heart somewhere melody harmony tonight whoa hear call name everybody says say something say something say something say something say something say something want get caught rhythm get help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something sometimes greatest way say something say nothing sometimes greatest way say something say nothing sometimes greatest way say something say nothing help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something sometimes greatest way say something say nothing sometimes greatest way say something say nothing sometimes greatest way say something say nothing,304
5,Cry Pretty,Carrie Underwood,country,sorry girl usually kind show heart world pretty good keeping together hold composure worse better apologize like see sometimes emotions get best falling apart human gets hide fight truth pretty lie say okay pretty smile walk away pretty much fake way anything cry pretty oh dress lace rhinestones matter crowd home alone yeah looking mirror picture pain let flow like river pretty lie say okay pretty smile walk away pretty much fake way anything cry pretty turn flood dam breaks mascara going waste things get ugly gotta face cry pretty oh ooh yeah turn flood dam breaks mascara going waste things get ugly gotta face cry pretty yeah yeah yeah yeah cry cry yeah yeah yeah yeah yeah woo cry cry pretty baby oh yeah woo woo cry pretty yeah,305
6,Can't Help Falling In Love,Elvis Presley,country,wise men say fools rush help falling love shall stay would sin help falling love like river flows surely sea darling goes things meant take hand take whole life help falling love like river flows surely sea darling goes things meant take hand take whole life help falling love help falling love,306
7,Meant to Be,Bebe Rexha,country,baby lay back relax kick pretty feet dash need go�?nowhere fast let enjoy right knows road supposed lead got nothing time long right next everything gonna alright meant baby let meant baby let ride ride see thing goes meant baby meant mean uptight heart hurt couple times couple guys treat right gon lie gon lie cause tired fake love show made boy make believe oh hold girl know beautiful easy see meant baby let meant baby let ride ride see thing goes meant baby meant c mon ride ride see thing goes c mon ride ride see thing goes baby meant maybe maybe maybe maybe meant baby let take baby meant c mon baby let let go ride ride see thing goes meant baby meant meant baby meant meant baby meant,307
8,Jolene,Dolly Parton,country,jolene jolene jolene jolene begging please take man jolene jolene jolene jolene please take beauty beyond compare flaming locks auburn hair ivory skin eyes emerald green smile like breath spring voice soft like summer rain cannot compete jolene talks sleep nothing keep crying calls name jolene easily understand could easily take man know means jolene jolene jolene jolene jolene begging please take man jolene jolene jolene jolene please take could choice men could never love one jolene talk happiness depends whatever decide jolene jolene jolene jolene jolene begging please take man jolene jolene jolene jolene please take even though jolene jolene,308
9,Stay,Post Malone,country,true know said want fuck pour another drink tell think know drunk talk right put cigarette face beautiful please woman break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay little longer convince tell things every time make truth faded everybody blind view amazin damn right little conversation figure intoxication carry motivation never wrong hell gonna make maybe used tell like play lose chasin pain excuse love shit break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay mr andrew watt ladies gentlemen tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay,309
10,Mercy,Brett Young,country,mercy gotta show lookin good hurt wanna stop whole damn world turning mercy hanging tight working wanna stop flame still burning cause still burning gonna break heart break gonna take shot take take made mind make make fast ever loved mercy go tonight get drunk lonely wind home alone please call say miss gonna break heart break gonna take shot take take made mind make make fast ever loved mercy woah oh mercy gonna break heart break gonna take shot take take oh gonna break heart break gonna take shot take take made mind make make fast ever loved mmmh ever loved mercy oh mercy oh mercy mercy,310
11,Something You Get Through,Willie Nelson,country,lose one love think world ended think world waste life without feel way go life sad sad song love bigger us end end somethin get somethin get taken thing get life goes gone lives someone new somethin get somethin get somethin get somethin get taken thing get life goes gone lives someone new somethin get somethin get somethin get somethin get,311
12,In Hell I'll Be in Good Company,The Dead South,country,dead love go proud disgusted push shove little bruised battered oh lord coming home life bit colder dead wife told brass knife sinks shoulder oh babe know gonna see red head messed bed tear shed queen bee squeeze stage smells tells hell bells miss spells knocks knees hurt flirt blood squirt stuffed shirt hang tree count three rounds hell good company dead love go proud disgusted push shove little bruised battered oh lord coming home life bit colder dead wife told brass knife sinks shoulder oh babe know gonna see red head messed bed tear shed queen bee squeeze stage smells tells hell bells misspells knocks knees hurt flirt blood squirt stuffed shirt hang tree count three rounds hell good company hell good company,312
13,What Ifs,Kane Brown,country,say hurt leave find somebody else need goes south mess say break heart two well hear girl feel girl fast make mind gotta ask made made meant one fools playin game pull close lean stars line last first kiss one days baby go change name loved ifs away sky falls sky falls sun stops burnin could worry ifs til world stops turnin could kiss kiss liked bet like well never gonna know unless try made made meant one fools playin game pull close lean stars line last first kiss one days baby go change name loved ifs away awe yeah c mon say hurt leave find somebody else need damn made made meant one fools playin game pull close lean stars line last first kiss one days baby go change name loved ifs away away away,313
14,Самая вышка,Raim & Artur,country,строишь глазки что за страсти подхожу к тебе немедленно со словом «здрасьте» ты такая милая ты такая красивая слов нет просто я просто в шоке твоё тело просто космос всё ближе ближе всё ближе ближе повторяй за мной поднимая руки выше ещё выше ещё выше прошу танцуй со мной девушка из парижа моя малышка твоя улыбка ең әдемі самая вышка сені мен көрген сайын как будто тебя знаю жақындап танысам десем орысша ой не знаю ай дауысын сенің ай қимылын сенің майысқан шыбық белін общем кайф әрбір жерін әдемісің до того көзім тоймайды кім болсада все равно сендей болмайды моя малышка твоя улыбка ең әдемі самая вышка,314
15,Get Along,Kenny Chesney,country,man wearin shirt says virginia lovers bible left hand bottle says really given sunshine name started laughin sky started rain get along road got long long way go scared live scared die perfect try get along always give love upper hand paint wall learn dance call mom buy boat drink beer sing song make friend get along saw model billboard 1 800 get know wondered photoshopped eyes really lonely leave hometown thinkin end l break desert get stuck beside highway get along road got long long way go scared live scared die perfect try get along always give love upper hand paint wall learn dance call mom buy boat drink beer sing song make friend get along find die keys heaven bought still know love sure know sometimes got get along road got long long way go scared live scared die perfect try get along always give love upper hand paint wall learn dance call mom buy boat drink beer sing song make friend get along,315
16,"Take Me Home, Country Roads",John Denver,country,almost heaven west virginia blue ridge mountains shenandoah river life old older trees younger mountains blowing like breeze country roads take home place belong west virginia mountain mamma take home country roads memories gather round miners lady stranger blue water dark dusty painted sky misty taste moonshine teardrop eye country roads take home place belong west virginia mountain mamma take home country roads hear voice morning hour calls radio reminds home far away driving road get feeling home yesterday yesterday country roads take home place belong west virginia mountain mamma take home country roads country roads take home place belong west virginia mountain mamma take home country roads take home country road take home country road,316
17,Hurt,Johnny Cash,country,hurt today see still feel focus pain thing real needle tears hole old familiar sting try kill away remember everything become sweetest friend everyone know goes away end could empire dirt let make hurt wear crown thorns upon liar chair full broken thoughts cannot repair beneath stains time feelings disappear someone else still right become sweetest friend everyone know goes away end could empire dirt let make hurt could start million miles away would keep would find way,317
18,Take It Easy,Eagles,country,well running road tryin loosen load got seven women mind four wanna two wanna stone one says friend mine take easy take easy let sound wheels drive crazy lighten still even try understand find place make stand take easy well standing corner winslow arizona fine sight see girl lord flatbed ford slowin take look come baby say maybe gotta know sweet love gonna save may lose may win though never open climbin take easy well running road trying loosen load got world trouble mind lookin lover blow cover hard find take easy take easy let sound wheels make crazy come baby say maybe gotta know sweet love gonna save oh oh oh oh got easy oughta take easy,318
19,Lovesick Blues (Walmart yodeling kid),Mason Ramsey (Lil Hank Williams),country,hey lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues well love love beautiful gal matter love love beautiful gal care tried tried keep satisfied stay leaving say got feeling called blues oh lord since baby say goodbye hey lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues,319
20,Whiskey Lullaby,Brad Paisley,country,put like burning end midnight cigarette broke heart spent whole life tryin forget watched drink pain away little time never could get drunk enough get mind night put bottle head pulled trigger finally drank away memory life short time bigger strength get knees found face pillow note said love til die buried beneath willow angels sang whiskey lullaby la la la la la la la la la la la la la laa la la la la la la la la la la la la la laa rumors flew nobody knew much blamed years years tried hide whiskey breath finally drank pain away little time never could get drunk enough get mind night put bottle head pulled trigger finally drank away memory life short time bigger strength get knees found face pillow clinging picture dear life laid next beneath willow angels sang whiskey lullaby la la la la la la la la la la la la la laa la la la la la la la la la la la la la laa la la la la la la la la la la la la la laa la la la la la la la la la la la la la laa,320
21,You Make It Easy,Jason Aldean,country,like rainy sunday morning makes want stay bed twisted day long inspiration girl take places put words right songs stealing kisses cover babe see forever see face swear god made make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy took rough around edges never let ruffle feathers angel yeah life got wrapped around finger like case tell make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy stealing kisses cover babe see forever see face swear god made make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy make easy,321
22,Most People Are Good,Luke Bryan,country,believe kids oughta stay kids long turn screen go climb tree get dirt hands believe gotta forgive make amends cause nobody gets second chance make new old friends believe working hard got even add hell lot believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium lights believe love love nothing ever ashamed believe world half bad looks believe people good believe streets gold worth work still wanna go even paved dirt believe youth spent well young cause wisdom teens would lot less fun believe go nightly news faith mankind would first thing lose believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium lights believe love love nothing ever ashamed believe world half bad looks believe people good believe days go slow years go fast every breath gift first one last believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium lights believe love love nothing ever ashamed believe world half bad looks believe people good believe people good believe people good,322
23,Coming Home,Keith Urban,country,wake feeling soul living someone else life turnin concrete harder city streets one even cares alive gotta get right mmm get right mmm mmm place know know gotta get back ones love wrap around never let go nothin world feels like place know know gotta get back ones love wrap around never let go nothin world feels like coming home home home mmm coming home mind heavy sleep even memory good enough get night mmm longin real thing people know real ways love back life mmm gotta get right ooh yeah get right ooh yeah place know know gotta get back ones love wrap around never let go nothin world feels like place know know gotta get back ones love wrap around never let go nothin world feels like coming home home home mmm coming home home home mmm coming home yeah know one call away yeah know one call away yeah know one call away yeah know one call away place know know gotta get back ones love oh baby wrap around never let go nothin world feels like hey place know know gotta get back ones love wrap around never let go yeah nothin world feels like coming home nothin world feeling lost madness nothin world feels like need somewhere ease mind coming home comin home sidewalks filled different faces ooh hoo many places none like mine coming home,323
24,Broken Arrows,Avicii,country,stripped love wire fire shy cold alone outside stripped right wire see behind tired eyes wade shadows live heart find light leads home cause see beautiful scars take hand let go cause late late see hope heart sometimes lose sometimes shooting broken arrows dark see hope heart seen darkness light kind blue leaves lost blind thing black white walk alone time tear walls live heart find someone call home see beautiful scars take hand let go cause late late see hope heart sometimes lose sometimes shooting broken arrows dark see hope heart late late see hope heart sometimes losing sometimes shooting broken arrows dark,324
25,Smokin' and Cryin',Alex Roe,country,sittin waitin tables sittin waitin show name story maybe never know tryin hide goin inside know waitin somebody place see anymore well hidin car smokin cryin go far figure dyin thinks cigarette make better lyin gettin back still tryin nothin ever gonna change time man flyin smokin cryin sees pull old truck brand new girl saw face walked place wrecked world tried go outside give best advice tell would okay drank coffee went way hidin car still smokin cryin go far figure dyin thinks cigarette make better lyin gettin back tryin nothin ever gonna change time man flyin smokin cryin,325
26,Life Changes,Thomas Rhett,country,waking college dorm yeah life pretty normal looking date spring formal worried bout nothing else majoring undecided notebook full bad songs writing never dreamed anybody else would like sitting walmart shelf funny life changes wake nothing life changes stop hop train never know gonna happen make plans hear god laughing life changes change world world oh change world world oh bought ring said everybody else said man twenty two whatcha trying prove hey wait cause waiting since second grade yeah got set fans got blue check mark instagram wrote little song holding hand everybody wanna die happy man funny life changes wake nothing life changes stop hop train never know gonna happen make plans hear god laughing life changes change world world oh change world world oh remember day told daddy mama gonna grandkid yep uganda right adopting cutest little girl ever seen well wrapping head around dad big wrench got thrown plans thought lauren showing got one way yeah two two hey say funny life changes wake nothing life changes stop hop train never know gonna happen make plans hear god laughing life changes change world world oh change world world oh,326
27,Heaven,Kane Brown,country,perfect come kiss one time dream even tried moment feels like magic right wanna everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better swear angel sent world right deserve girl could stay forever fine never even leave room everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better could better everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better heaven could better heaven heaven swear perfect come kiss one time,327
28,Oh My Darling Clementine,Traditional,country,oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine cavern canyon excavating mine dwelt miner forty niner daughter clementine oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine light like fairy shoes number nine herring boxes without topses sandals clementine oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine drove ducklings water ev ry morning nine hit foot splinter fell foaming brine oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine ruby lips water blowing bubbles soft fine alas swimmer lost clementine oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine missed missed missed clementine kissed little sister forgot clementine oh darling oh darling oh darling clementine lost gone forever dreadful sorry clementine,328
29,Criminal,Lindsay Ell,country,wanna close eyes pretend going sleep know damn well gonna keep lying wide awake waiting breath take come back relax tiger pacing cage cocked like twelve guage feeling like teenage crush habit never get enough boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal right remain silent way cause wired like ticking time bomb wrong feels right tonight repeating like echo baby let go got going klepto like thief yeah steal keep feeling feel boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal oh try save oh never gonna save boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal yeah criminal yeah criminal criminal criminal,329
30,If We Were Vampires,Jason Isbell and the 400 Unit,country,long flowing dress light coming skin fragile heart protected long mercy sense right wrong hands searching slow dark nails leaving love watermark way talk roof questions like directions truth knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone vampires death joke go sidewalk smoke laugh lovers plans feel need hold hand maybe time running gift work hard til end shift give every second find hope left behind knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone,330
31,Tennessee Whiskey,Chris Stapleton,country,used spend nights barroom liquor love known rescued reachin bottom brought back bein far gone smooth tennessee whiskey sweet strawberry wine warm glass brandy honey stay stoned love time looked love old places found bottom bottle always dry poured heart waste cause nothing like love get high smooth tennessee whiskey sweet strawberry wine warm glass brandy honey stay stoned love time smooth tennessee whiskey sweet strawberry wine warm glass brandy honey stay stoned love time smooth tennessee whiskey tennessee whiskey tennessee whiskey smooth tennessee whiskey tennessee whiskey tennessee whiskey,331
32,Love Story,Taylor Swift,country,young first saw close eyes flashback starts standing balcony summer air see lights see party ball gowns see make way crowd say hello little know romeo throwing pebbles daddy said stay away juliet crying staircase begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes sneak garden see keep quiet cause dead knew close eyes escape town little cause romeo scarlet letter daddy said stay away juliet everything begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes romeo save trying tell feel love difficult real afraid make mess love story baby say yes oh oh got tired waiting wondering ever coming around faith fading met outskirts town said romeo save feeling alone keep waiting never come head know think knelt ground pulled ring said marry juliet never alone love really know talked dad go pick white dress love story baby say yes oh oh oh oh young first saw,332
33,Love Me Tender,Elvis Presley,country,love tender love sweet never let go made life complete love love tender love true dreams fulfilled darling love always love tender love long take heart belong never part love tender love dear tell mine years till end time last dreams come true darling know happiness follow everywhere go,333
34,The End of the World,Skeeter Davis,country,sun go shining sea rush shore know end world cause love birds go singing stars glow know end world ended lost love wake morning wonder everything understand understand life goes way heart go beating eyes mine cry know end world ended said goodbye heart go beating eyes mine cry know end world ended said goodbye,334
35,The Climb,Miley Cyrus,country,almost see dream dreaming voice inside head saying never reach every step taking every move make feels lost direction faith shaken gotta keep trying gotta keep head held high always gonna another mountain always gonna wanna make move always gonna uphill battle sometimes gonna lose fast get waiting side climb struggles facing chances taking sometimes might knock breaking may know moments gonna remember yeah gotta keep going gotta strong keep pushing cause always gonna another mountain always gonna wanna make move always gonna uphill battle sometimes gonna lose fast get waiting side climb always gonna another mountain always gonna wanna make move always gonna uphill battle sometimes gonna lose fast get waiting side climb keep moving keep climbing keep faith baby climb keep faith keep faith,335
36,Marry Me,Thomas Rhett,country,wants get married wants perfect wants granddaddy preaching service wants magnolias country many people save daddy money ooh got planned yeah see right wear black suit black tie hide back strong shot whiskey straight flask try make without crying nobody sees yeah wanna get married wanna marry remember night almost kissed yeah kinda freaked friends forever always wonder felt way got invite knew late know daddy dreading day oh know one giving away wear black suit black tie hide back strong shot whiskey straight flask try make without crying nobody sees yeah wanna get married wanna marry bet got dress welcoming guests could try find get chest gonna mess wish best black suit black tie hiding back strong shot whiskey straight flask try make without crying nobody sees yeah wanna get married yeah gonna get married gonna marry whoa gonna marry,336
37,Alabama Nlgger,Johnny Rebel,country,alabama nigga wanna free hell n double acp drink cuss wanna ride front bus alabama nigga wanna free hell n double acp wanna eat white folks eat cus white bottom feet alabama nigga wanna free hell n double acp screw like white folks screw til get alabama nigga wanna free hell n double acp wanna white bitch nigga next door alabama nigga wanna free hell n double acp glad tune came along done wore one nigga song alabama nigga wanna free hell n double acp wanna white understand play trashy white band alabama nigga wanna free hell n double acp alabama nigga wanna free hell n double acp,337
38,Million Reasons,Lady Gaga,country,giving million reasons let go giving million reasons quit show givin million reasons give million reasons givin million reasons million reasons highway would run hills could find dry way forever still giving million reasons give million reasons givin million reasons million reasons bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one stay head stuck cycle look stare like stopped breathing completely aware cause giving million reasons give million reasons givin million reasons million reasons say something might even mean hard even fathom parts believe cause giving million reasons give million reasons givin million reasons million reasons bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one stay hey ehh ehh eyy baby bleedin bleedin stay ehh ehhy give needin needin every heartbreak makes hard keep faith baby need one good one good one good one good one good one good one bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one good one tell good one good one baby need one good one stay,338
39,Dammit,Jana Kramer,country,drivin town passed house one pillars porch sign door said sale hell walked sat strangers couch solid oak hardwood floors need see cause could hear kitchen playin guitar friends coming little lights yard dammit almost honestly still understand used love sit talk wish picture planin man dammit think owners could tell lost left alone said make right home already makin dinner callin stairs little girl window hear laughin dammit almost honestly still understand used love sit talk wish picture planin man dammit baby almost honestly still understand used love sit talk wish picture plan man dammit driving away thinking oh shame pray hope never know guess two bedroom picket fence magic ever dammit ooh honestly still understand thinking could coulda coulda dammit,339
