Artist,Genre,Lyrics,Song,Song_Name,isEnglish
Bastille,Rock,So what would you little maniacs like to do first Watching through my fingers Watching through my fingers Shut my eyes and count to ten It goes in one ear out the other One ear out the other Burning bright right til the end Now youâll be missing from the photographs Missing from the photographs Watching through my fingers Watching through my fingers In my thoughts youâre far away And you are whistling a melody Whistling a melody Crystallizing clear as day Oh I can picture you so easily Picture you so easily Whatâs gonna be left of the world if youâre not in it Whatâs gonna be left of the world Oh Every minute and every hour I miss you I miss you I miss you more Every stumble and each misfire I miss you I miss you I miss you more Watching through my fingers Watching through my fingers Caught off guard by your favourite song Oh Iâll be dancing at a funeral Dancing at a funeral Sleeping in the clothes you love Itâs such a shame we had to see them burn Shame we had to see them burn Whatâs gonna be left of the world if youâre not in it Whatâs gonna be left of the world oh Every minute and every hour I miss you I miss you I miss you more Every stumble and each misfire I miss you I miss you I miss you more If you want to be a party animal you have to learn to live in the jungle Now stop worrying and go get dressed You might have to excuse me Iâve lost control of all my senses And you might have to excuse me Iâve lost control of all my words So get drunk call me a fool Put me in my place put me in my place Pick me up up off the floor Put me in my place put me in my place Every minute and every hour I miss you I miss you I miss you more Every stumble and each misfire I miss you I miss you I miss you more Watching through my fingers Watching through my fingers Cause every minute and every hour I miss you I miss you I miss you more,Good Grief,,
Good Charlotte,Rock,These scars are tokens of promises broken,Life Can't Get Much Better,,
Fall Out Boy Featuring Missy Elliott,Rock,Ghostbusters If theres something strange In the neighborhood Who you gonna call Ghostbusters If theres something weird And it dont look good Who can you call Ghostbusters,Ghostbusters (I'm Not Afraid),,
Grouplove,Rock,Were back in business Youre such a big mess And I love you Yeah I love you Were back in business Youre such a big mess And I love you Yeah I love you Mean man promised land Nothing but a devils hand Trying to keep saying I feel okay Telling myself this now for days Mean man machine man Ive been nothing but a puppets hand But nothing ever comes Without a change Welcome to your life yeah yeah It could be a fantasy yeah yeah Welcome to your world my girl Let it be your fantasy oh yeah Were back in business Youre such a big mess And I love you Yeah I love you Were back in business Youre such a big mess And I love you La la love you Welcome to your life yeah yeah It could be a fantasy yeah yeah Welcome to your world my girl Let it be your fantasy oh yeah Like a shot in the dark Ill carry you home Ask a wise man Hell say whats been done All the roads in this world Were made by the young by the young Welcome to your welcome to your Welcome to your world my girl Let it be your fantasy oh yeah Welcome to your life yeah yeah It could be a fantasy oh yeah,Welcome To Your Life,,
Elle King,Rock,You can get your kicks but Ill get my purse Since Im gonna go to hell anyway,Good Girls,,
Phantogram,Rock, Woke up stoned in the backseat From a dream where my teeth fell out of my head Cut it up cut it up yeah Everybodys on something here My godsend chemical best friend Skeleton whispering in my ear Walk with me to the end Stare with me into the abyss Do you feel like letting go I wonder how far down it is Nothing is fun Not like before You dont get me high anymore Used to take one Now it takes four You dont get me high anymore Runnin through emergency rooms Spinning wheels and ceiling fans My handshake cellophane landscape Mannequin fakin it the best that I can Cadillac Cadillac red No hands on the steering wheel Im crashing this save-a-ho puppet show Walk with me to the end Stare with me into the abyss Do you feel like letting go I wonder how far down it is Nothing is fun Not like before You dont get me high anymore Used to take one Now it takes four You dont get me high anymore You dont get me high anymore You dont get me high anymore Walk with me to the end Stare with me into the abyss Do you feel like letting go I wonder how far down it is Nothing is fun Not like before You dont get me high anymore Used to take one Now it takes four You dont get me high anymore High anymore You dont get me you dont get me high anymore You dont get me high anymore High anymore You dont get me you dont get me high anymore You dont get me high anymore,You Don't Get Me High Anymore,,
Blink-182,Rock,I know I messed up and it might be over But let me call you when Im sober Im a dandelion youre a four-leaf clover But let me call you when Im sober West side Humboldt 7am Just a drunken bike messenger on Tuesday night I know I messed up and it might be over But let me call you when Im sober Im a dandelion youre a four-leaf clover But let me call you when Im sober When Im sober When Im sober  Mark Hoppus I know I messed up and it might be over But let me call you when Im sober Im a dandelion youre a four-leaf clover But let me call you when Im sober Sober Sober I know I messed up and it might be over But let me call you when Im sober Im a dandelion youre a four-leaf clover But let me call you when Im sober When Im sober When Im sober When Im sober When Im sober,Sober,,
Breaking Benjamin,Rock,Will the faithful be rewarded When we come to the end Will I miss the final warning From the lie that I have lived And I am not worthy I am not worthy of this Until the ashes of Eden fall Will the darkness fall upon me When the air is growing thin Will the light begin to pull me To its everlasting will I can hear the voices haunting There is nothing left to fear And I am still calling I am still calling to you Are you with me after all Why cant I hear you Are you with me through it all Then why cant I feel you Stay with me dont let me go Because theres nothing left at all Stay with me dont let me go Until the Ashes of Eden fall Heaven above me take my hand Stay with me dont let me go Shine until theres nothing left but you Heaven above me take my hand Stay with me dont let me go Shine until theres nothing left but you,Ashes Of Eden,,
The Pretty Reckless,Rock,Been waitin at these crossroads Forever and a day On a guy to buy my soul I spend all night and day How much harder can I play You know I gave my life to rock n roll Mama begged me please Yes she got down on her knees Said you\ll burn in that Mississippi sun But Im the only one thats standing here So mama dont you have no fear Im either last or Ive already won Here I go Standing at the crossroads A dried up pen in hand The conversation went like this Tell me your desire why you pulled me from the fire and we\ll seal the deal with a kiss Said I wanna raise the dead Find a note that I can shred On my walls I scrawl my gods Don\t care what happens when I die As long as I\m alive All I wanna do is rock rock rock Oh sign with the devil sign with the devil sign with the devil Oh! Sign with the devil sign with the devil sign with the devil Oh! Sign with the devil sign with the devil sign with the devil Oh! Sign with the devil sign with the devil sign with the devil Oh! Take me down Sign with the devil sign with the devil sign with the devil Take me down Sign with the devil sign with the devil sign with the devil oh Wont you take me down Sign with the devil sign with the devil sign with the devil I got a record deal,Take Me Down,,
Blink-182,Rock,Theres a cynical feeling saying I should give up You said everything youll ever say Dont wake me up before you leave,Cynical,,
"Action Bronson, Mark Ronson & Dan Auerbach",Rock, Dan Auerbach I saw you standing in the rain You were holding his hand And Ill never be the same  Action Bronson Uh eating well so my foots swollen I saw you standing in the rain You were holding his hand And Ill never be the same no  Action Bronson laid top out on the boat Heard you fucked Ryan Philippine at 1 OAK Sunoco But first slide your panties to the side girl Im comin in,Standing In The Rain,,
Bon Jovi,Rock,These four walls have got a story to tell I set each stone and I hammered each nail This house is not for sale Where memories live and the dream dont fail This house is not for sale I set each stone and I hammered each nail This house is not for sale Where memories live and the dream dont fail This house is not for sale This house was built on trust Thats what it is and always was No wrecking ball could knock it down This house was built on higher ground I set each stone and I hammered each nail This house is not for sale Where memories live and the dream dont fail This house is not for sale,This House Is Not For Sale,,
Florence + The Machine,Rock,And the crown it weighs heavy Til its banging on my eyelids Retreating in covers and closing the curtains One things for certain oh A year like this passes so strangely Somewhere between sorrow and bliss Oh who decides from where up high I couldn\t say I need more time Oh grant that I can stay the night Or one more day inside this life Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never never ever enough Cause Im retreating in covers and closing the curtains One things for certain oh A year like this passes so strangely Somewhere between sorrow and bliss And who decides from where up high I couldn\t say I need more time Oh grant that I can stay the night Or one more day inside this life Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never never ever enough And who cares about the thing I did that night So what Maybe Luna had it right And who cares if Im coming back alive So what Least I have the strength to fight Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never enough Too much too much too much too much too much Never never ever enough,Too Much Is Never Enough,,
Grimes,Rock,Baby Ive been lookin for a diamond I could never touch it Everything is written in the sky Come on baby lets do somethin ugly Somethin you would never touch yourself Now let it bleed from me I just wanna see it come out understand Ive been sleepin with a rifle Shotgun grapeshot tryptophobe  Think I dont understand Think I dont understand,Medieval Warfare,,
Bon Iver,Rock,It might be over soon two two Where you gonna look for confirmation And if its ever gonna happen So as Im standing at the station It might be over soon All these years two two There isnt ceiling in our garden And then I draw an ear on you So I can speak into the silence It might be over soon two do two It might be over soon two two And Im gonna shout all my trouble over And then You expelled all decision As I may stand up with a vision Within a rise there lies a scission It might be over soon,22 (OVER SooN),,
Korn,Rock,I wouldnt be angry If youd just fucking cry Digging deep inside of me Getting past this agony I cant seem to get away Another day rotting in vain! scat singing scat singing scat singing scat singing,Rotting In Vain,,
Prophets Of Rage,Rock,Clear the way Clear the way Clear the way Clear the way Clear the way Clear the way Clear the way Clear the way,Prophets Of Rage,,
Banks,Rock, And to think you would get me to the altar Like Id follow you around like a dog that needs water But admit it you just wanted me smaller If you wouldve let me grow you couldve kept my love Open up your eyes Theres nothing on my body left to see I tried a thousand times I tried to say I love you but you didn\t hear me And youre passive-aggressive Convinced me other people they dont care about me And youre passive-aggressive Youre passive-aggressive Youre passive-aggressive hey And to think you would get me to the altar Like Id follow you around like a dog that needs water But admit it that you wanted me smaller If you wouldve let me grow you couldve kept my love Ode to my two thighs I still want you to kiss em cause theyre lonely And why you so surprised That when I said I miss you you never believed me And we were so depressive You and me together we were gemini feed And we were so depressive We were so depressive We were so depressive hey And to think you would get me to the altar Like Id follow you around like a dog that needs water But admit it that you wanted me smaller If you wouldve let me grow you couldve kept my love And to think you would get me to the altar Like Id follow you around like a dog that needs water But admit it that you wanted me smaller If you wouldve let me grow you couldve kept my love And to think you would get me to the altar Like Id follow you around like a dog that needs water But admit it that you wanted me smaller If you wouldve let me grow you couldve kept my love,Gemini Feed,,
Florence + The Machine,Rock,I will be I will be I will be I will be,I Will Be,,
Switchfoot,Rock,Break the silence and make it a song Life is short; I wanna live it well One life one story to tell Life is short; I wanna live it well And youre the one Im living for Even if some notes come out right and some come out wrong Cause I cant take none of that through the door,Live It Well,,
Bon Iver,Rock,Fever rest Wild heart wild heart I cut you in Deafening I been sleeping in a stable mate Fuckified Darling dont make love Fight it Darling dont a failure fright Times the raker And Ill rack it up Im unorphaned in our northern lights Dedicoding every daemon And I cannot seem to find Im able,10 d E A T h b R E a s T,,
Green Day,Rock,Scream with your hands up in the sky Like you want to testify For the life thats been deleted Sing like a rebels lullaby Under the stars and stripes For the lost souls that were cheated We will be seen but not be heard We are Revolution Radio Operation No Control And the headline My loves bullet proof Give me cherry bombs and gasoline Debutantes in surgery And the headline Legalize the truth Do you wanna live out loud But the air is barely breathing Rise of the slums to the obsolete We are Revolution Radio Operation No Control And the headline My loves bullet proof Give me cherry bombs and gasoline Debutantes in surgery And the headline Legalize the truth We will be seen but not be heard We are the songs of the disturbed We are Revolution Radio Operation No Control Give me cherry bombs and gasoline Debutantes in surgery And the headline Legalize the truth,Revolution Radio,,
The Fray,Rock,Words are fallin on our skin Like water torture you get in my head You call me this and I call you that Theres too much talkin mmm So please dont speak M my heart is havin trouble with the beat beat beat So try to take it slow We cant speak I want it Im just tryin to find the beat beat beat My heart is singing low We can lay together Were closer than weve ever been Stay right here forever And break each other off again Where were going that promised land We made that promise you gave me your hand All that talkin it pulled us in Say youd never leave can we promise that Please dont speak My heart is having trouble with the beat beat beat So try to take it slow We cant speak Im tryin I just wanna find the beat beat beat My heart is singing low We can lay together Were closer than weve ever been Stay right here forever And break each other off again Woah-oh-oh-oh Can we lay can we lay can we lay can we lay Woah-oh-oh-oh We can lay together Were closer than weve ever been Stay right here forever Well find a way to love again Lets find a way to love again Can we find a way to love We can lay together Were closer than weve ever been Stay right here forever And break each other off again,Singing Low,,
Bastille,Rock, spoken \It was a slight on my honor so he deserved it \But we\re talking about the most brilliant mind this world\s ever seen\ Ive got demons running round in my head And they feed on insecurities I have Wont you lay your healing hands on my chest Let your ritual clean Soak the ropes with your holy water Tie me down as you read out the words Set me free from my jealousy Wont you exorcise my mind Wont you exorcise my mind I want to be free as Ill ever be Exorcise my mind Help me exorcise my mind Desdemona wont you liberate me When Im haunted by your ancient history Close these green eyes and watch over as I sleep Through my darkest of dreams Be the power to compel me Hold me closer than anyone before Set me free from my jealousy Wont you exorcise my mind Wont you exorcise my mind I want to be free as Ill ever be Exorcise my mind Help me exorcise my mind I should be thinking bout nothing else when Im with you-ou With you-ou ohohoh I should be thinking bout nothing else when Im with you-ou With you-ou ohohoh Your mind exists somewhere altogether different; it lives in a world where feelings simply cannot be defined by words Set me free from my jealousy Wont you exorcise my mind Wont you exorcise my mind I want to be free as Ill ever be Exorcise my mind Help me exorcise my mind Help me exorcise my mind Wont you exorcise my mind,Send Them Off!,,
BORNS,Rock,I was there when you fell from the clouds And landed in the desert There was a thunder inside of my heart There was a wonderful pleasure So take me to the paradise In your eyes Green like american money You taste just right Sweet like Tennessee honey Paradise in your eyes Green like american money So we took to the calico road Running from the weather And we got caught in the storm You started flying a kite At the end was the key to my heart You were my lover for life So take me to the paradise In your eyes Green like american money You taste just right Sweet like Tennessee honey Paradise in your eyes Green like american money We carved our love in the mountainside So take me to the paradise In your eyes Green like american money You taste just right Sweet like Tennessee honey Paradise in your eyes Green like american money,American Money,,
Bastille,Rock, And I dont think that thats a selfish want I really dont. Im not saying that I have this capacity because its hard to develop that capacity on your own when youre being stopped at every turn Drive around night time nowhere to go Melt me down Im like wax to your jokes Lost and found knocking heads laying low And theres no point reliving crimes to lose this Still wanna waste all of my time I wanna waste all of my time Still wanna waste all of my time I wanna waste all of my time With you Oh my lover my lover my love We can never go back We can only do our best to recreate Dont turn over turn over the page We should rip it straight out Then lets try our very best to fake it Show me joy flower through disarray Lets destroy each mistake that we made Then restore the color back to the grey Theres no pride in sharing scars to prove it Still wanna waste all of my time I wanna waste all of my time Still wanna waste all of my time I wanna waste all of my time With you Help me turn a blind eye Days and nights we lost to weakness Help me turn a blind eye Days and nights we lost to weakness,Fake It,,
Bon Iver,Rock,When we leave this room its gone We had what we wanted your eyes When we leave this room its gone With no word from the former I know so well that this is all there is This is how we grow now woman A child ignored These will just be places to me now Were rising the stairs i FIND GOD AND RELIGIONS TOO... Staying at the Ace Hotel If the calm would allow Then I would just be floating to you now Here in this room this narrow room where life began when we were young last night After you tied me in in the driveway of the apartment of his bede I didnt need you that night Not gonna need you anytime All my goodness All my goodness to show Why are you so far from saving me Why are you so far from saving me,"33 ""GOD""",,
Tame Impala,Rock,I can just hear them now How could you let us down But they dont know what I found Or see it from this way around Feeling it overtake All that I used to hate One by one every trait I tried but its way too late All the signs I dont read Two sides of me cant agree Will I be in too deep Going with what I always longed for  Feel like a brand new person But youll make the same old mistakes I donât care Iâm in love Stop before itâs too late Feel like a brand new person But youll make the same old mistakes I finally know what its like You donât have what it takes Stop before itâs not too late I know thereâs too much at stake Making the same mistakes And I still donât know why itâs happening Stop while itâs not too late And I still donât know Finally taking flight I know you dont think its right I know that you think its fake Maybe fakes what I like The point is I have the right Not thinking in black and white Im thinking its worth the fight Soon to be out of sight Knowing it all this time Going with what I always longed for Feel like a brand new person But youll make the same old mistakes I donât care Iâm in love Stop before itâs too late Feel like a brand new person But youll make the same old mistakes So how do I know if itâs right You donât have what it takes Stop before itâs not too late Man I know that its hard to digest But maybe your story ainât so different from the rest And I know it seems wrong to accept But youve got your demons and shes got her regrets And I know that its hard to digest A realization is as good as a guess And I know it seems wrong to accept But youve got your demons and shes got her regrets But youve got your demons and shes got her regrets Feel like a brand new person So how will I know that its right In a new direction So how will I know Ive gone too far Stop thinking of the only option oh Feel like a brand new person I finally know what its like Stop thinking of the only option oh So how will I know Ive gone too far Stop thinking of the only option oh And I know its hard to describe Stop thinking of the only option oh So how will I know that its right,"New Person, Same Old Mistakes",,
Kings Of Leon,Rock,I cant get there on my own You cant leave me here alone Iâm just trying to do whatâs right Oh a man ainât a man less heâs fought the fight I could never point you out Waste of space in a faceless crowd Tell me what I have to say If you know whatâs right then youâll walk away  When the walls come down When the walls come down When the walls come down When the walls come down One by one Ive seen em fall Some just donât show up at all Iâm just here to fight the fire Oh a man ainât a man less he has desire The western girl with eastern eyes Took a wrong turn and found surprise You tore out my heart You threw it away,Walls,,
Kings Of Leon,Rock,I stormed the gates inlaid in pearl I stormed the gates inlaid in pearl,Around The World,,
Kings Of Leon,Rock,I see the grass beneath me I smell the wind and sky And think to myself Don\t pass me by You dance in strange conditions with strangers of the night I see you Kenny you castaway Oh dont say its over Bright lights that make the city Quaaludes on Christmas Eve And all the good times weve ever seen The roles we play together The slaps across my face I face the music You write the scene My angel hovers over The light comes crashing in I know itâs how this here story ends Ill hang around forever Until you cut me down All pressed and ready to face the crowd,Over,,
Disturbed,Rock,You feed on the lies that they tell you Open your eyes Destroy the veneer that surrounds you Why cant you see Are you afraid to be Exposed to the demons around you,Open Your Eyes,,
Leonard Cohen,Rock,Now Ive heard there was a secret chord That David played and it pleased the Lord But you dont really care for music do you It goes like this the fourth the fifth The minor fall the major lift The baffled king composing Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Your faith was strong but you needed proof You saw her bathing on the roof Her beauty and the moonlight overthrew you She tied you to a kitchen chair She broke your throne she cut your hair And from your lips she drew the Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah  Baby I have been here before I know this room Ive walked this floor Ive seen your flag on the marble arch Love is not a victory march Its a cold and its a broken Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Verse 4 There was a time you let me know Whats really going on below But now you never show it to me do you And remember when I moved in you The holy dove was moving too And every breath we drew was Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Verse 5 You say I took the name in vain I dont even know the name But if I did well really whats it to you Theres a blaze of light in every word It doesnt matter which you heard The holy or the broken Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Verse 6 Maybe theres a God above But all Ive ever learned from love Was how to shoot somebody who outdrew you And its not a cry that you hear at night Its not somebody whos seen the light Its a cold and its a broken Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Verse 7 I did my best it wasnt much I couldnt feel so I tried to touch Ive told the truth I didnt come to fool you And even though it all went wrong Ill stand before the Lord of Song With nothing on my tongue but Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah,Hallelujah,,
Leonard Cohen,Rock,If you are the dealer Im out of the game If you are the healer It means Im broken and lame If thine is the glory then Mine must be the shame You want it darker We kill the flame Magnified sanctified Be thy holy name Vilified crucified In the human frame A million candles burning For the help that never came You want it darker Hineni hineni Im ready my Lord Theres a lover in the story But the storys still the same Theres a lullaby for suffering And a paradox to blame But its written in the scriptures And its not some idle claim You want it darker We kill the flame Theyre lining up the prisoners And the guards are taking aim I struggled with some demons They were middle-class and tame I didnt know I had permission To murder and to maim You want it darker Hineni hineni Im ready my Lord Magnified sanctified Be thy holy name Vilified crucified In the human frame A million candles burning For the love that never came You want it darker We kill the flame If you are the dealer Let me out of the game If thine is the glory Mine must be the shame You want it darker Hineni hineni Hineni hineni Im ready my Lord Hineni Hineni hineni Hineni,You Want It Darker,,
Leonard Cohen,Rock,Suzanne takes you down to her place near the river You can hear the boats go by You can spend the night beside her And you know that shes half crazy But thats why you want to be there And she feeds you tea and oranges That come all the way from China And just when you mean to tell her That you have no love to give her Then she gets you on her wavelength And she lets the river answer That youve always been her lover And you want to travel with her And you want to travel blind And you know that she will trust you For youve touched her perfect body with your mind And Jesus was a sailor When he walked upon the water And he spent a long time watching From his lonely wooden tower And when he knew for certain Only drowning men could see him He said All men will be sailors then Until the sea shall free them But he himself was broken Long before the sky would open Forsaken almost human He sank beneath your wisdom like a stone And you want to travel with him And you want to travel blind And you think maybe youll trust him For hes touched your perfect body with his mind Now Suzanne takes your hand And she leads you to the river She is wearing rags and feathers From Salvation Army counters And the sun pours down like honey On our lady of the harbour And she shows you where to look Among the garbage and the flowers There are heroes in the seaweed There are children in the morning They are leaning out for love And they will lean that way forever While Suzanne holds the mirror And you want to travel with her And you want to travel blind And you know that you can trust her For shes touched your perfect body with her mind,Suzanne,,
Hozier,Rock,Produced by Hozier and Rob Kirwan Video directed by Brendan Canty and Conal Thomson  Hozier My lovers got humour Shes the giggle at a funeral Knows everybodys disapproval I shouldve worshipped her sooner If the heavens ever did speak Shes the last true mouthpiece Every Sunday\s getting more bleak A fresh poison each week We were born sick You heard them say it My church offers no absolutes She tells me worship in the bedroom The only heaven I\ll be sent to Is when I\m alone with you I was born sick but I love it Command me to be well Amen Amen Amen Amen Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life If Im a pagan of the good times My lovers the sunlight To keep the goddess on my side She demands a sacrifice Drain the whole sea Get something shiny Something meaty for the main course Thats a fine looking high horse What you got in the stable Weve a lot of starving faithful That looks tasty That looks plenty This is hungry work Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins so you can sharpen your knife Offer me my deathless death Good God let me give you my life Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins so you can sharpen your knife Offer me my deathless death Good God let me give you my life No masters or kings when the ritual begins There is no sweeter innocence than our gentle sin In the madness and soil of that sad earthly scene Only then I am human Only then I am clean Amen Amen Amen Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life Take me to church Ill worship like a dog at the shrine of your lies Ill tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life,Take Me To Church,,
Fall Out Boy,Rock, Du du du du-du du du Du du du du du-du du du Some legends are told Some turn to dust or to gold But you will remember me Remember me for centuries Just one mistake Is all it will take Well go down in history Remember me for centuries Hey hey hey Remember me for centuries Mummified my teenage dreams No itâs nothing wrong with me The kids are all wrong the storyâs all off Heavy metal broke my heart Come on come on and let me in Bruises on your thighs like my fingerprints And this is supposed to match The darkness that you felt I never meant for you to fix yourself And I cant stop til the whole world knows my name Cause I was only born inside my dreams Until you die for me as long as theres a light my shadows over you Cause I am the opposite of amnesia And youre a cherry blossom Youre about to bloom You look so pretty but youre gone so soon Weâve been here forever And hereâs the frozen proof I could scream forever We are the poisoned youth,Centuries,,
Vance Joy,Rock,I was scared of dentists and the dark I was scared of pretty girls and starting conversations Oh all my friends are turning green Youre the magicians assistant in their dreams Oh and they come unstuck Lady running down to the riptide Taken away to the dark side I wanna be your left hand man I love you when youre singing that song and I got a lump in my throat cause Youre gonna sing the words wrong Theres this movie that I think youll like This guy decides to quit his job and heads to New York City This cowboys running from himself And shes been living on the highest shelf Oh and they come unstuck Lady running down to the riptide Taken away to the dark side I wanna be your left hand man I love you when youre singing that song and I got a lump in my throat cause Youre gonna sing the words wrong I just wanna I just wanna know If youre gonna if youre gonna stay I just gotta I just gotta know I cant have it I cant have it any other way I swear shes destined for the screen Closest thing to Michelle Pfeiffer that youve ever seen oh Oh lady running down to the riptide Taken away to the dark side I wanna be your left hand man I love you when youre singing that song and I got a lump in my throat cause Youre gonna sing the words wrong Oh lady running down to the riptide Taken away to the dark side I wanna be your left hand man I love you when youre singing that song and I got a lump in my throat cause Youre gonna sing the words wrong Oh lady running down to the riptide Taken away to the dark side I wanna be your left hand man I love you when youre singing that song and I got a lump in my throat cause Youre gonna sing the words wrong I got a lump in my throat cause youre gonna sing the words wrong,Riptide,,
Milky Chance,Rock,I want you by my side So that I never feel alone again Theyâve always been so kind But now theyâve brought you away from me I hope they didnt get your mind Your heart is too strong anyway We need to fetch back the time They have stolen from us And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it Shouldnt talk about it Coldest winter for me No sun is shining anymore The only thing I feel is pain Caused by absence of you I want you by my side So that I never feel alone again And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it Shouldnt talk about it And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it And I want you We can bring it on the floor Youâve never danced like this before We donât talk about it Dancing on do the boogie all night long Youre stoned in paradise Shouldnât talk about it Shouldnt talk about it,Stolen Dance,,
Imagine Dragons,Rock,I know I took the path That you would never want for me I know I let you down didnt I So many sleepless nights Where you were waiting up on me Well Im just a slave unto the night Now remember when I told you Thats the last youll see of me Remember when I broke you down to tears I gave you hell through all the years So I I bet my life I bet my life I bet my life on you I I bet my life I bet my life I bet my life on you Ive told a million lies but Now I tell a single truth Theres you in everything I do Now remember when I told you Thats the last youll see of me Remember when I broke you down to tears So I I bet my life I bet my life I bet my life on you I I bet my life I bet my life I bet my life on you Ive walked that road before And the records that Ive played Please forgive me for all Ive done So I I bet my life I bet my life I bet my life on you I I bet my life I bet my life I bet my life on you So I So I,I Bet My Life,,
Lorde,Rock,Produced by Paul Epworth Written by Lorde and Joel Little Im a princess cut from marble smoother than a storm And the scars that mark my body theyre silver and gold My blood is a flood of rubies precious stones It keeps my veins hot the fires found a home in me I move through town Iâm quiet like a fight And my necklace is of rope I tie it and untie it And now people talk to me but nothing ever hits home People talk to me and all the voices just burn holes Iâm done with it ooh This is the start of how it all ends They used to shout my name now they whisper it Im speeding up and this is the Red orange yellow flicker beat sparking up my heart Weâre at the start the colors disappear I never watch the stars thereâs so much down here So I just try to keep up with them Red orange yellow flicker beat sparking up my heart I dream all year but theyre not the sweet kinds And the shivers move down my shoulder blades in double time And now people talk to me Im slipping out of reach now People talk to me and all their faces blur But I got my fingers laced together and I made a little prison And Im locking up everyone who ever laid a finger on me Iâm done with it ooh This is the start of how it all ends They used to shout my name now they whisper it Im speeding up and this is the Red orange yellow flicker beat sparking up my heart Weâre at the start the colors disappear I never watch the stars thereâs so much down here So I just try to keep up with them Red orange yellow flicker beat sparking up my heart And this is the red orange yellow flicker beat Sparking up my heart And this is the red orange yellow flicker beat-beat-beat-beat,Yellow Flicker Beat,,
Coldplay,Rock,My father said never give up son Just look how good Cassius become Muhammad Mahatma Nelson Not scared to be strong âWhat if they say Iâm no good What if they say Get out of here kid. You got no futureâ And get to keep on dancing all life long My father said never give up son Amelia Joan Rosa Teresa I couldnt afford tuition,Miracles,,
Fall Out Boy,Rock,Stuck in the jet wash A bad trip I couldnt get off Maybe I bit off more than I could chew Overhead of the aqua blue Fall to your knees bring on the rapture Blessed be the boys time cant capture On film or between the sheets I always fall from your window to the pitch black street And with the black banners raised As the crooked smiles fade Former heroes who quit too late Who just wanna fill up the trophy case again And in the end Id do it all again I think youre my best friend Dont you know that the kids arent al- kids arent alright Ill be yours When it rains it pours Stay thirsty like before Dont you know that the kids arent al- kids arent alright Im not passive but aggressive Take note its not impressive Empty your sadness like youre dumping your purse On my bedroom floor We put your curse in reverse And its our time now if you want it to be Maul the world like the carnival bear set free And your love is anemic I cant believe That you couldnt see it coming from me And I still feel that rush in my veins It twists my head just a bit to think All those people in those old photographs Ive seen are dead And in the end Id do it all again I think youre my best friend Dont you know that the kids arent al- kids arent alright Ill be yours When it rains it pours Stay thirsty like before Dont you know that the kids arent al- kids arent alright Sometimes I just want to sit around and gaze at my shoes yeah And let your dirty sadness fill me up just like a balloon And in the end Id do it all again I think youre my best friend Dont you know that the kids arent al- kids arent alright Ill be yours When it rains it pours Stay thirsty like before Dont you know that the kids arent al- kids arent alright,The Kids Aren't Alright,,
Imagine Dragons,Rock,First comes a blessing of all that youve dreamed But then comes the curses of diamonds and rings Only at first did it have its appeal But now you cant tell the false from the real Who can you trust Who can you trust When everything everything Everything you touch turns to gold gold gold Everything everything Everything you touch turns to gold gold gold Gold Gold Gold Statues and empires are all at your hands Water to wine and the finest of sands When all that you haves turning stale and its cold Youll no longer feel when your hearts turned to gold Who can you trust Who can you trust When everything everything Everything you touch turns to gold gold gold Everything everything Everything you touch turns to gold gold gold Gold Gold Gold Im dying to feel again Anything at all But I feel nothing Nothing Nothing Nothing When everything everything Everything you touch turns to gold gold gold Everything everything Everything you touch turns to gold gold gold Gold Gold Gold,Gold,,
