,Song_Name,Genre,Lyrics
24,All Along The Watchtower,country,"[Verse 1]
""There must be some way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line
Know what any of it is worth""

[Verse 2]
""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But you and I, we've been through that
And this is not our fate
So let us not talk falsely now
The hour is getting late""

[Verse 3]
All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too

[Verse 4]
Outside, in the distance
A wildcat did growl
Two riders were approaching
The wind began to howl"
25,You Broke Up with Me,country,"[Verse 1]
Well, I got some Coke in my bourbon
Surfin' the room like Swazye
No, I ain't drunk, I'm amazin'
Yeah, I got that laid way, way back, back in my swagger
X-Factor, feelin' no pain, I'm at the top of my game

[Pre-Chorus]
Darlin', you can't crash my party with your sorry's and what are we's
Don't start rainin' on my Mardi Gras parade for a minute
I ain't even fixin' to listen to your guilt trippin'
You're forgettin', girl, you made your bed and didn't want me in it (Hey!)

[Chorus]
Whoa, girl, simmer on down a notch
Ain't nobody makin' you watch me get my forget you on
No, girl, can't touch my good as gold
I know it's difficult to see me on a roll
But hey, you broke up with me
Yeah, what can I say, babe, you broke up with me

[Verse 2]
Guess you don't know what you want
'Til you see 'em movin' on
Making lonely look like freedom
Baby, don't even act like I'm doing something wrong
If my song comes on and I get lost on that dance floor
In somebody's arms that ain't yours

[Pre-Chorus]
You can't crash my party with your sorry's and what are we's
Don't start raining on my Mardi Gras parade for a minute
I ain't even fixin' to listen to your guilt trippin'
You're forgettin', girl, you made your bed and didn't want me in it (Hey!)

[Chorus]
Whoa, girl, simmer on down a notch
Ain't nobody makin' you watch me get my forget you on
No, girl, can't touch my good as gold
I know it's difficult to see me on a roll
But hey, you broke up with me
Yeah, what can I say, babe, you broke up with me

[Bridge]
For real, babe, ain't tryin' to rub it your face
I'm just breakin' off a little cold hard truth
It is what it is, girl, you did whatcha did, girl
I'm just doin' what a bachelor do

[Pre-Chorus]
Darlin', you can't crash my party with your sorry's and what are we's
Don't be raining on my Mardi Gras parade for a minute
I ain't even fixin' to listen to your guilt trippin'
You're forgettin', girl, you made your bed and didn't want me in it (Hey!)

[Chorus]
Whoa, girl, simmer on down a notch
Ain't nobody makin' you watch me get my forget you on
No, girl, can't touch my good as gold
I know it's difficult to see me on a roll
But hey, you broke up with me
Yeah, what can I say, babe, you broke up with me

You broke up with me
Yeah, what can I say, babe?
You broke up with me"
26,Oh My Darling Clementine,country,"Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine

In a cavern, in a canyon
Excavating for a mine
Dwelt a miner, forty-niner
And his daughter, Clementine

Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine

Light she was and like a fairy
And her shoes were number nine
Herring boxes, without topses
Sandals were for Clementine

Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine

Drove she ducklings to the water
Ev'ry morning just at nine
Hit her foot against a splinter
Fell into the foaming brine

Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine

Ruby lips above the water
Blowing bubbles, soft and fine
But, alas, I was no swimmer
So I lost my Clementine

Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine

How I missed her! How I missed her
How I missed my Clementine
But I kissed her little sister
I forgot my Clementine

Oh my darling, oh my darling
Oh my darling, Clementine
You are lost and gone forever
Dreadful sorry, Clementine"
27,All Too Well,country,"[Verse 1]
I walked through the door with you, the air was cold
But something 'bout it felt like home somehow and I
Left my scarf there at your sister's house
And you've still got it in your drawer, even now
Oh, your sweet disposition
And my wide-eyed gaze
We're singing in a car getting lost Upstate
The autumn leaves falling down like pieces into place
And I can picture it after all these days

[Pre-Chorus]
And I know it's long gone, and that magic's not here no more
And I might be okay, but I'm not fine at all

[Chorus]
'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there, I remember it all too well

[Verse 2]
Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee ball team
You taught me about your past thinking your future was me

[Pre-Chorus]
And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

[Chorus]
'Cause there we are again in the middle of the night
We're dancing round the kitchen in the refrigerator light
Down the stairs, I was there, I remember it all too well, yeah

[Bridge]
And maybe we got lost in translation
Maybe I asked for too much
But maybe this thing was a masterpiece
'Till you tore it all up
Running scared, I was there, I remember it all too well
And you call me up again just to break me like a promise
So casually cruel in the name of being honest
I'm a crumpled up piece of paper lying here
'Cause I remember it all, all, all... too well

[Verse 3]
Time won't fly it's like I'm paralyzed by it
I'd like to be my old self again
But I'm still trying to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it, 'cause you remember it all too well, yeah

[Chorus]
Because there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there, I remember it all too well

[Outro]
Wind in my hair, you were there, you remember it all
Down the stairs, you were there, you remember it all
It was rare, I was there, I remember it all too well"
28,Woman,country,"[Intro]
Let's be serious, come on
This is a real, this is, excuse me?
Ok, shut up

[Verse 1]
I buy my own things, I pay my own bills
These diamond rings, my automobiles
Everything I got, I bought it
Boys can't buy my love, buy my love, yeah
I do what I want (She does), say what you say (Woo)
I work real hard every day

[Chorus]
I'm a motherfucking woman, baby, alright
I don't need a man to be holding me too tight
I'm a motherfucking woman, baby, that's right
I'm just having fun with my ladies here tonight
I'm a motherfucker
Mmm, yeah

[Verse 2]
Let's drive around town in my Cadillac
Girls in the front, boys in the back
Loosey as a goosey and we're looking for some fun

[Chorus]
I'm a motherfucking woman, baby, alright
I don't need a man to be holding me too tight
I'm a motherfucking woman, baby, that's right
I'm just having fun with my ladies here tonight
I'm a motherfucker
Mmm, yeah

[Bridge]
Mmm, yeah
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
'Cause I run my shit, baby
('Cause I run my shit, baby, I run my shit)
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
('Cause I write this shit, baby, I write this shit)
I write my shit
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
('Cause I run my shit, baby, I run my shit)
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
(Don't touch my weave, baby)
'Cause I run my shit, baby, I run my shit
('Cause I run my shit, baby, I run my shit)
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
I run this shit, baby, I run this shit
('Cause I run this shit, baby, I run this shit)
Don't buy me a drink, I make my money
Don't touch my weave, don't call me ""honey""
('Cause I write this shit, baby, I write this shit)

[Chorus]
I'm a motherfucking woman, baby, alright
I don't need a man to be holding me too tight
I'm a motherfucking woman, baby, that's right
I'm just having fun with my ladies here tonight
I'm a motherfucker
Mmm, yeah"
29,Take It Easy,country,"Well, I'm running down the road
Tryin' to loosen my load
I've got seven women on
My mind

Four that wanna own me
Two that wanna stone me
One says she's a friend of mine

Take It easy, take it easy
Don't let the sound of your own wheels
Drive you crazy
Lighten up while you still can
Don't even try to understand
Just find a place to make your stand
And take it easy

Well, I'm a standing on a corner
In Winslow, Arizona
And such a fine sight to see
It's a girl, my Lord, in a flatbed
Ford slowin' down to take a look at me

Come on, baby, don't say maybe
I gotta know if your sweet love is
Gonna save me
We may lose and we may win though
We will never be here again
So open up, I'm climbin' in
So take it easy

Well I'm running down the road trying to loosen
My load, got a world of trouble on my mind
Lookin' for a lover who won't blow my
Cover, she's so hard to find

Take it easy, take it easy
Don't let the sound of your own
Wheels make you crazy
Come on baby, don't say maybe
I gotta know if your sweet love is
Gonna save me, oh oh oh
Oh we got it easy
We oughta take it easy"
30,Die a Happy Man,country,"[Verse 1]
Baby last night was hands down
One of the best nights that I've had, no doubt
Between the bottle of wine and the look in your eyes and the Marvin Gaye
Then we danced in the dark under September stars in the pourin' rain

[Pre-Chorus]
And I know that I can't ever tell you enough
That all I need in this life is your crazy love

[Chorus 1]
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh if all I got is your hand in my hand
Baby I could die a happy man
A happy man baby

[Verse 2]
And baby that red dress brings me to my knees
Oh but that black dress makes it hard to breathe
You’re a saint, you’re a goddess, the cutest, the hottest, a masterpiece
It's too good to be true, nothing better than you in the wildest dreams

[Pre-Chorus]
And I know that I can't ever tell you enough
That all I need in this life is your crazy love

[Chorus 1]
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh if all I got is your hand in my hand
Baby I could die a happy man, yeah

[Bridge]
I don't need no vacation, no fancy destination
Baby you're my great escape
We could stay at home, listen to the radio
Or dance around the fireplace

[Chorus 2]
Oh if I never get to build my mansion in Georgia
Or drive a sports car up the coast of California
Oh if all I got is your hand in my hand
Baby I could die a happy man

[Post-Chorus]
Baby I could die a happy man
Oh I could die a happy man
You know I could die
I could die, I could die a happy man"
31,Greatest Love Story,country,"[Verse 1]
They said I was nothing but a troublemaker
Never up to no good
You were the perfect All-American girl
Wouldn't touch me even if you could
But you was sneaking out your window every night, riding shotgun in my car
We'd go to the river and find us a spot and we probably went a little too far
Just a little too far

[Chorus 1]
'Cause I was gonna be your forever
You were gonna be my wife
We didn't know any better
Didn't have a clue about life
But I was what you wanted, you were what I needed
And we could meet in between
We were gonna be the greatest love story this town had ever seen

[Verse 2]
So you went off to college and I got a job
I was workin' that 9 to 5
Dreamin' of the days when you were in my arms, I had never felt so alive
I spent my days workin', spent my nights drinkin'
Howlin' at the moon
Screaming for the days when you were coming back
No it couldn't come too soon
Couldn't come too soon

[Chorus 2]
When I was gonna be your forever
And you were gonna be my wife
But you went off to find better and I was learning all about life
But I was what you wanted, you were what I needed
And we could meet in between
We were gonna be the greatest love story this town had ever seen

[Verse 3]
So you came back after a long four years
Your college boyfriend didn't work out
So we went out for a couple of drinks to find out who we are now
Sure, we changed but way deep down you had the same old feelings for me
I went to the store and I bought you a ring and I got down on one knee
Down on one knee
And I said

[Chorus 3]
I'm gonna be your forever
So baby will you be my wife
Now that we know a little better, we could have a real nice life
'Cause I'm what you wanted, you're what I need
So let's meet in between
We are gonna be the greatest love story this town has ever seen

[Outro]
We are gonna be the greatest love story this world has ever seen
So baby say yes to me"
32,Accidental Racist,country,"[Verse 1: Brad Paisley]
To the man that waited on me
At the Starbucks down on Main
I hope you understand
When I put on that t-shirt
The only thing I meant to say
Is I'm a Skynyrd fan
The red flag on my chest somehow is
Like the elephant in the corner of the south
And I just walked him right in the room
Just a proud rebel son with an 'ol can of worms
Lookin' like I got a lot to learn
But from my point of view

[Chorus: Brad Paisley]
I'm just a white man coming to you from the Southland
Tryin' to understand what it's like not to be
I'm proud of where I'm from but not everything we've done
And it ain't like you and me can re-write history
Our generation didn't start this nation
We're still picking up the pieces, walking on eggshells, fighting over yesterday
And caught between Southern pride and Southern blame

[Verse 2: Brad Paisley]
They called it Reconstruction, fixed the buildings, dried some tears
We're still siftin' through the rubble after a hundred-fifty years
I try to put myself in your shoes and that's a good place to begin
But it ain't like I can walk a mile in someone else's skin

[Chorus: Brad Paisley]
Cause I'm a white man livin' in the southland
Just like you I'm more than what you see
I'm proud of where I'm from but not everything we've done
And it ain't like you and me can re-write history
Our generation didn't start this nation
And we're still paying for our mistakes
That a bunch of folks made long before we came
And caught somewhere between southern pride and southern blame

[Verse 3: LL Cool J]
Dear Mr. White Man, I wish you understood
What the world is really like when you're living in the hood
Just because my pants are sagging doesn't mean I'm up to no good
You should try to get to know me, I really wish you would
Now my chains are gold but I'm still misunderstood
I wasn't there when Sherman's March turned the south into firewood
I want you to get paid but be a slave I never could
Feel like a new fangled Django, dodging invisible white hoods
So when I see that white cowboy hat, I'm thinking it's not all good
I guess we're both guilty of judging the cover not the book
I'd love to buy you a beer, conversate and clear the air
But I see that red flag and I think you wish I wasn't here

[Chorus: Brad Paisley (w/ LL Cool J ad libs)]
I'm just a white man
(If you don't judge my do-rag)
Comin' to you from the southland
(I won't judge your red flag)
Tryin' to understand what it's like not to be
I'm proud of where I'm from
(If you don't judge my gold chains)
But not everything we've done
(I'll forget the iron chains)
It ain't like you and me can re-write history
(Can't re-write history baby)

[Verse 4]
Oh, Dixieland
(The relationship between the Mason-Dixon needs some fixin')
I hope you understand what this is all about
(Quite frankly I'm a black Yankee but I've been thinkin' about this lately)
I'm a son of the new south
(The past is the past, you feel me)
And I just want to make things right
(Let bygones be bygones)
Where all that's left is southern pride
(RIP Robert E. Lee but I've gotta thank Abraham Lincoln for freeing me, know what I mean)
It's real, it's real
It's truth"
33,You Belong With Me,country,"[Verse 1]
You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do
I'm in the room, it's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do

[Pre-Chorus]
But she wears short skirts, I wear T-shirts
She's Cheer Captain and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time

[Chorus]
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me, you belong with me

[Verse 2]
Walking the streets with you and your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench, thinking to myself
Hey, isn't this easy?
And you've got a smile that could light up this whole town
I haven't seen it in a while since she brought you down
You say you're fine, I know you better than that
Hey, whatcha doing with a girl like that?

[Pre-Chorus]
She wears high heels, I wear sneakers
She's Cheer Captain and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time

[Chorus]
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your back door
All this time how could you not know, baby?
You belong with me, you belong with me

[Bridge]
Oh, I remember you driving to my house
In the middle of the night
I'm the one who makes you laugh
When you know you're 'bout to cry
And I know your favorite songs
And you tell me 'bout your dreams
Think I know where you belong
Think I know it's with me

[Chorus]
Can't you see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your back door
All this time how could you not know, baby?
You belong with me, you belong with me

[Outro]
You belong with me
Have you ever thought just maybe
You belong with me?
You belong with me"
34,In the Blood,country,"[Verse 1]
How much of my mother has my mother left in me?
How much of my love will be insane to some degree?
And what about this feeling that I'm never good enough?
Will it wash out in the water, or is it always in the blood?

[Verse 2]
How much of my father am I destined to become?
Will I dim the lights inside me just to satisfy someone?
Will I let this woman kill me, or do away with jealous love?
Will it wash out in the water, or is it always in the blood?

[Chorus]
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?

[Verse 3]
How much like my brothers do my brothers wanna be?
Does a broken home become another broken family?
Or will we be there for each other like nobody ever could?
Will it wash out in the water, or is it always in the blood?

[Chorus]
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?

[Chorus]
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?"
35,Blue Ain't Your Color,country,"[Verse 1]
I can...
See you over there starin' at your drink
Watchin' that ice sink, all alone tonight
And...
Chances are you're sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's...
Probably not my place but I'm gonna say it anyway
‘Cause you look like
You...
Haven’t felt the fire, had a little fun
Hadn’t had a smile in a little while, baby

[Chorus]
Blue...
Looks good on the sky
Looks good on that neon buzzin’ on the wall
But darlin', it don’t match your eyes
I’m tellin’ you...
You don’t need that guy
It’s so black and white, he’s stealin’ your thunder
Baby, blue ain’t your color

[Verse 2]
I'm not tryna...
Be another just pick you up kinda guy
Tryna drink you up, tryna take you home
But I just...
I don't understand how another man
Can take your sun and turn it ice cold
Well, I've...
Had enough to drink and it's makin' me think
That I just might
Tell you...
If I were a painter I wouldn’t change ya
I’d just paint you bright, baby

[Chorus]
'Cause blue...
Looks good on the sky
Looks good on that neon buzzin’ on the wall
But darlin', it don’t match your eyes
I’m tellin’ you...
You don’t need that guy
It’s so black and white, he’s stealin’ your thunder
Baby, blue ain’t your color

[Bridge]
No, no, no
Mmmm
It ain't your color baby
Mmm, baby

[Chorus]
Blue...
Looks good on the sky
Looks good on that neon buzzin’ on the wall
But darlin', it don’t match your eyes
I’m tellin’ you...
You don’t need that guy
It’s so black and white, he’s stealin’ your thunder
Baby, blue ain’t your color
Blue ain’t your color

[Outro]
Mmm, no, no, no baby
Come here, baby
Let me light up your world"
36,Humble and Kind,country,"[Verse 1]
You know there's a light that glows by the front door
Don't forget the keys under the mat
When childhood stars shine, always stay humble and kind
Go to church 'cause your momma says to
Visit grandpa every chance that you can
It won't be wasted time
Always stay humble and kind

[Chorus]
Hold the door, say please, say thank you
Don't steal, don't cheat, and don't lie
I know you got mountains to climb but
Always stay humble and kind
When the dreams you're dreamin' come to you
When the work you put in is realized
Let yourself feel the pride but
Always stay humble and kind

[Verse 2]
Don't expect a free ride from no one
Don't hold a grudge or a chip and here's why
Bitterness keeps you from flying
Always stay humble and kind
Know the difference with sleeping with someone
And sleeping with someone you love
""I love you"" ain't no pickup line, so
Always stay humble and kind

[Chorus]
Hold the door, say please, say thank you
Don't steal, don't cheat, and don't lie
I know you got mountains to climb but
Always stay humble and kind
When the dreams you're dreamin' come to you
When the work you put in is realized
Let yourself feel the pride but
Always stay humble and kind

[Outro]
When it's hot, eat a root beer popsicle
Shut off the AC and roll the windows down
Let that summer sun shine
Always stay humble and kind
Don't take for granted the love this life gives you
When you get where you're goin'
Don't forget turn back around
And help the next one in line
Always stay humble and kind"
37,"Take Me Home, Country Roads",country,"Almost heaven, West Virginia
Blue ridge mountains, Shenandoah river
Life is old there, older than the trees
Younger than the mountains, blowing like a breeze

Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, country roads

All my memories, gather round her
Miners' lady, stranger to blue water
Dark and dusty, painted on the sky
Misty taste of moonshine, teardrop in my eye

Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, to the country roads

I hear her voice in the morning hour she calls me
Radio reminds me of my home far away
Driving down the road I get a feeling
That I should have been home yesterday, yesterday

Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, country roads

Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, to the country roads

Take me home, that country road
Take me home, that country road"
38,Fire Away,country,"[Verse 1]
Honey load up your questions
And pick up your sticks and your stones
And pretend I’m a shelter
For heartaches that don’t have a home

[Pre-Chorus 1]
And choose the words that cut like a razor
And all that I’ll say, is...

[Chorus]
Fire away
Take your best shot
Show me what you got
Honey, I’m not afraid
Rear back and take aim
And fire away

[Verse 2]
Well, I wish I could say
That I’ve never been here before
But you know and I know
That I’ll always come back for more

[Pre-Chorus 2]
Your love might be my damnation
But I’ll cry to my grave

[Chorus]
Fire away
Take your best shot
Show me what you got
Honey, I’m not afraid
Rear back and take aim
And fire away

[Outro]
Fire away
Take your best shot
Show me what you got
Honey, I’m not afraid
Rear back and take aim
And fire away
Fire away
Fire away
Fire away"
39,Joanne,country,"[Verse 1]
Take my hand, stay Joanne
Heaven's not
Ready for you
Every part
Of my aching heart
Needs you more
Than the angels do

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?

[Verse 2]
If you could
I know that you'd stay
We both know
Things don't work that way
I promised I
Wouldn't say goodbye
So I grin
And my voice gets thin

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?

[Bridge]
Honestly, I know where you're goin'
And baby, you're just movin' on
And I'll still love you even if I can't
See you anymore
Can't wait to see you soar

[Chorus]
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?
Girl
Where do you think you're goin'?
Where do you think you're goin'
Goin', girl?"
40,Ring of Fire,country,"[Verse 1]
Love is a burning thing
And it makes a firery ring
Bound by wild desire
I fell in to a ring of fire

[Chorus]
I fell into a burning ring of fire
I went down, down, down
And the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
I fell into a burning ring of fire
I went down, down, down
And the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire

[Verse 2]
The taste of love is sweet
When hearts like ours meet
I fell for you like a child
Oh, but the fire went wild

[Chorus]
I fell in to a burning ring of fire
I went down, down, down
And the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
I fell into a burning ring of fire
I went down, down, down
And the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire

[Outro]
And it burns, burns, burns
The ring of fire
The ring of fire
The ring of fire
The ring of fire
The ring of fire
The ring..."
41,22,country,"[Verse 1]
It feels like a perfect night to dress up like hipsters
And make fun of our exes, uh uh, uh uh
It feels like a perfect night for breakfast at midnight
To fall in love with strangers, uh uh, uh uht

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely at the same time
It's miserable and magical, oh yeah
Tonight's the night when we forget about the deadlines
It's time, uh uh

[Chorus]
I don't know about you, but I'm feeling 22
Everything will be alright if you keep me next to you
You don't know about me, but I bet you wanted to
Everything will be alright if we just keep dancing like we're 22
22

[Verse 2]
It seems like one of those nights
This place is too crowded, too many cool kids, uh uh, uh uh
(Who's Taylor Swift, anyway? Ew)
It seems like one of those nights
We ditch the whole scene and end up dreaming
Instead of sleeping

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely in the best way
It's miserable and magical, oh yeah
Tonight's the night when we forget about
The heartbreaks, it's time
Oh oh

[Chorus]
I don't know about you, but I'm feeling 22
Everything will be alright if you keep me next to you
You don't know about me, but I bet you wanted to
Everything will be alright if we just keep dancing like we're 22
22
I don't know about you
22, 22

[Bridge]
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleeping
It feels like one of those nights
You look like bad news, I gotta have you
I gotta have you

[Chorus]
I don't know about you, but I'm feeling 22
Everything will be alright if you keep me next to you
You don't know about me, but I bet you wanted to
Everything will be alright if we just keep dancing like we're 22
22
Dancing like 22, yeah, 22, yeah yeah

[Outro]
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleeping
It feels like one of those nights
You look like bad news, I gotta have you
I gotta have you"
42,Cry Pretty,country,"[Verse 1]
I'm sorry, but I'm just a girl
Not usually the kind to show my heart to the world
I'm pretty good at keeping it together
I hold my composure, for worse or for better
So I apologize if you don't like what you see
But sometimes my emotions get the best of me
And falling apart is as human as it gets
You can't hide it, you can't fight what the truth is

[Chorus 1]
You can pretty lie and say it's okay
You can pretty smile and just walk away
Pretty much fake your way through anything
But you can't cry pretty

[Verse 2]
Oh no, you can’t dress it up in lace or rhinestones
It don't matter if you're in a crowd or home all alone
Yeah, it's all the same when you're looking in the mirror
A picture of pain, so let it flow like a river

[Chorus 1]
You can pretty lie and say it's okay
You can pretty smile and just walk away
Pretty much fake your way through anything
But you can't cry pretty

[Chorus 2]
You can't turn off the flood when the dam breaks
When all your mascara is going to waste
When things get ugly, you just gotta face
That you can't cry pretty

[Bridge]
Oh no, you can't
Ooh, yeah

[Chorus 2]
You can't turn off the flood when the dam breaks
When all your mascara is going to waste
When things get ugly, you just gotta face
That you can't cry pretty

[Outro]
Yeah, yeah, yeah, yeah
No, you can't cry
No, you can't cry
Yeah, yeah, yeah, yeah, yeah
No, no, no, no, no, no, no, no, woo
You can't cry
You can't cry pretty, baby
Oh yeah, woo, woo
No, you can't cry pretty, yeah"
43,Friends in Low Places,country,"[Verse 1]
Blame it all on my roots, I showed up in boots
And ruined your black tie affair
The last one to know, the last one to show
I was the last one you thought you'd see there
And I saw the surprise, and the fear in his eyes
When I took his glass of champagne
And I toasted you, said, ""Honey, we may be through
But you'll never hear me complain""

[Chorus]
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
I'm not big on social graces
Think I'll slip on down to the Oasis
Oh, I've got friends
In low places

[Verse 2]
Well, I guess I was wrong, I just don't belong
But then, I've been there before
Everything's alright, I'll just say goodnight
And I'll show myself to the door
Hey, I didn't mean, to cause a big scene
Just give me an hour and then
Well I'll be as high as that ivory tower
That you're livin' in

[Chorus]
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
I'm not big on social graces
Think I'll slip on down to the Oasis
Oh, I've got friends
In low places

[Chorus:Garth Brooks + Crowd][x2]
I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
I'm not big on social graces
Think I'll slip on down to the Oasis
Oh, I've got friends
In low places

[Verse 3]
I guess I was wrong
I just don't belong
But then, I've been there before
And everything is alright
I'll just say goodnight
And I'll show myself to the door
I didn't mean to cause a big scene
Just wait 'til I finish this glass
Then sweet little lady
I'll head back to the bar
And you can kiss my ass

[Chorus]
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
I'm not big on social graces
Think I'll slip on down to the Oasis
Oh, I've got friends
In low places"
44,Ohio Fried Chicken,country,"[Intro: Jake Paul]
Jake Paul
Merch link in bio
Ohio Fried
Chicken Bitch
We made this
In one day
Tricky Rick
Bobby Slick
Ohio boys
Let's hit it

[Chorus: Jake Paul]
Honkey donk
Tonkey tonk
Ohio Fried Chicken
Is what it's called
I got my truck
My overalls
Just me and my boys makin' fried chicken, y'all

[Verse 1: Anthony Trujillo]
Kentucky can't compete
OFC yee yeet
Sweep you off yo feet
Please look up to me
We'll tell you what to do
Tenders the move
Getcha self some sauce
Yeah you a boss

[Verse 2: Chance Sutton]
OFC that's how we're livin'
Come around town you'll find me sittin'
Your pretty girl with no care
No problem in the world not even her hair
I think I found what I finally need
Chicken and a girl that's nice and thicken
Slow it down or speed it up
I'm makin' my way to Ohio fried chicken
Bitch

[Chorus: Jake Paul]
Honkey donk
Tonkey tonk
Ohio Fried Chicken
Is what it's called
I got my truck
My overalls
Just me and my boys makin' fried chicken, y'all

[Verse 3: Jake Paul]
They said I wouldn't make it
Now my chicken's naked
And my truck is lifted
Shout out to ma n' pops
I got my piggy
I got my goat
But I still need a little boat
I wanna make
My family proud
I just wanna sell out a crowd
I need a girl
Who's down to ride
Workin' all day, that's that Ohio pride

[Chorus: Jake Paul]
Honkey donk
Tonkey tonk
Ohio Fried Chicken
Is what it's called
I got my truck
My overalls
Just me and my boys makin' fried chicken, y'all

[Outro: Jake Paul, Chance Sutton & Anthony Trujillo]
Yeah
Ohio, baby
Trio's rollin' up
Represent your country
We're here
Merch link in bio
You need to cop that shit quick
But, uh, didn't we grow up in the suburb?
That doesn't matter
Bro, shut up, dude
Don't talk about that
Shit
Oh my, my bad
My friends are going to make fun of me again
Alright
Sorry
It's everyday bro
Peace"
