Song Name,Genre,Lyrics
苏幕遮,古风,"作曲 : 金志文
作词 : 边疆
薄汗轻衣点缀这泼墨画山水
慵整纤纤手叫洛阳纸贵
可怜落花叩玉枕 拂袖人还昏睡
清风微寒惹一厢粉黛又愁眉
对镜梳妆探听人声鼎沸
多情自是多沾惹
梦断不成归 几分憔悴
锦瑟无端声悔 赢得满行泪
直道君心不美 日夜东流水
思悠悠 恨悠悠 何时方始休 半江信半江愁
觥筹恍惚交杯 劝留几小辈
棋逢红颜一醉 千军万马退
剪不断 理还乱 哽咽锁清喉 饮曲肝肠碎
清风微寒惹一厢粉黛又愁眉
对镜梳妆探听人声鼎沸
多情自是多沾惹 浓香吹尽为谁
梦断不成归 几分憔悴

秋色连波波上寒烟翠 山映斜阳天接水
芳草无情 更在斜阳外
夜夜好梦留人睡 楼高休独倚
酒入谁人愁肠 化作相思泪
锦瑟无端声悔 赢得满行泪
直道君心不美 日夜东流水
思悠悠 恨悠悠 何时方始休 半江信半江愁
觥筹恍惚交杯 劝留几小辈
棋逢红颜一醉 千军万马退
剪不断 理还乱 哽咽锁清喉 饮曲肝肠碎


收起"
"思美人兮
电视剧《思美人》插曲",古风,"作曲 : 金玟岐
作词 : 金玟岐/梁振华
制作人/编曲：薛琳可
吉他演奏：薛峰
弦乐演奏：国际首席爱乐乐团
混音：赵靖@BIG.J Studio，Beijing
思美人兮 路长漫漫不可及
拭泪天涯无归期
千言万语 只如梗在心底
愁丝万缕一朝夕
思美人兮 悠悠浮云为我寄
奈何鸿飞不解意
归鸟乘风远飞
我折翼在原地
只见思念划天际
男儿志千古愁
溢于胸怀中
抛入一汪江水向东流
笑非笑 忧且忧
浊世谁人能懂
拂袖独行不回首
幽兰花异芬芳
含风影自香
问君可有识得她芳踪
趁年华未散尽
摘得芙蓉与共
莫让憾事绕心中
思美人兮 纵然九死无悔意
我心惜古人不及
江可竭山可移
唯志节不离弃
宁求上下无归期
男儿志千古愁
溢于胸怀中
抛入一汪江水向东流
笑非笑 忧且忧
浊世谁人能懂
拂袖独行不回首
幽兰花异芬芳
含风影自香
问君可有识得她芳踪
趁年华未散尽
摘得芙蓉与共
莫让憾事绕心中
男儿志千古愁
溢于胸怀中
抛入一汪江水向东流
笑非笑 忧且忧
浊世谁人能懂
拂袖独行不回首
幽兰花异芬芳
含风影自香
问君可有识得她芳踪
趁年华未散尽
摘得芙蓉与共
莫让憾事绕心中
思美人兮
漂泊南行无所依
我欲随风同归去
收起"
旧梦,古风,"作曲 : Winky诗
作词 : 五子


风起断桥西
合该是那年渺茫细雨
未见你 跨白马 着红衣
只听人曾说起
执伞在长堤
或许也藏过轻言笑语
掩不住 额上纹 肩上尘
鬓上几点霜意
梦回旧日难相遇
梦中梦寐不见之
于我
听梦不愿醒
便随你 风月无际
于你
旧梦不肯醒
可重寻 桨声依稀
不知
梦醒时无声无息
留你仍在此地
留我一场唏嘘
故事长 茶又凉
等你再讲 等我再沏
执伞在长堤
或许也藏过轻言笑语
掩不住 额上纹 肩上尘
鬓上几点霜意
梦回旧日难相遇
梦中梦寐不见之
于我
听梦不愿醒
便随你 风月无际
于你
旧梦不肯醒
可重寻 桨声依稀
不知
梦醒时无声无息
留你仍在此地
留我一场唏嘘
故事长 茶又凉
等你再讲 等我再沏
于我
听梦不愿醒
便随你 风月无际
于你
旧梦不肯醒
可重寻 桨声依稀
不知
梦醒时无声无息
留你仍在此地
留我一场唏嘘
故事长 茶又凉
等你再讲 等我再沏
若这盏灯可照分离
问你提不提
收起"
笛月,古风,"作曲 : 文劲松
作词 : 袖蓝
日头落 撑轻舟 河水缓缓流
家门口 倒碗酒 三两颗蚕豆
老先生 别着手 讲古今兴愁
而小童 低着头 贪在梦中游
看 炊烟袅袅起 晚霞渐稀
不见 谈笑者身影
蓦然生出些孤寂
却 听闻深山里 偶有悲鸣
不知鬼怪或神明
若能前去 探究竟
月光停在树上
树下少年郎
少年手中拿着笛
偏偏无处可藏
着粉色的衣裳
一位小姑娘
眼波清澈透亮
宛若那月光
少女：我教你吹笛子吧
少年：我，我会吹的
少女：还是我教你吧
看 不远处白衣
朦胧依稀
好似 一个人伫立
走近才瞧得分清
却 欲语又无言
羞赧垂眸 不知如何去回应
暖风吹一片寂静
月光停在树上
树上少年郎
少年嘴边清笛响
悠悠乐声飘荡
倚着肩的姑娘
小脚晃啊晃
采得一朵花香
衬得红脸庞
月光停在树上
（少年：低头把你望）
树上少年郎
少年嘴边清笛响
悠悠乐声飘荡
倚着肩的姑娘
小脚晃啊晃
（少女：靠在你肩膀）
采得一朵花香
衬得红脸庞
少女：明明已经学会了呀
少年：是啊，已经学会了，可我不想让你离开。
收起"
"晴川雪
网易《镇魔曲》手游周年主题曲",古风,"作曲 : 银临
作词 : 原晞
悬空寺外云几重？
光景独钟：天欲暖时雪未融
少年一眼惹惊鸿
谁借相逢，曾设春宴赏浮生
旧里枝前梅红，采撷过心动
还取愿酒满盅，斟与风情浓
最是低语帘帷，晚来小火轻煨
若彻醉，问你陪不陪？
你提笔我描绘，生动无聊年岁
笼清辉，听一曲横吹
心事百转千回，尘世唯你意会
便笑对，霜雪亦明媚
待人间始芳菲，提罗裙涉春水
唱《采薇》，踏歌缓缓归
辞去一声珍重，白马过千峰
偏爱天阙城中，故园烟火盛
经人海历长街，诗百首词千阙
但为谁，风流不曾歇
所有缱绻季节，眷恋在晴川雪
当年也，云都共相携
门未掩客未谢，似犹等谁赴约
拟字帖，红笺为君写
忽闻笑语轻曳，娓娓道声久别
而岁月，不经意无邪
最是低语帘帷，晚来小火轻煨
若彻醉，问你陪不陪？
你提笔我描绘，生动无聊年岁
笼清辉，听一曲横吹
心事百转千回，尘世唯你意会
便笑对，霜雪亦明媚
待人间始芳菲，提罗裙涉春水
唱《采薇》，踏歌缓缓归

收起"
雨樱花,古风,"作曲 : 阿沁
作词 : F.I.R/林尚德/易家扬
雨后落下一里的幽香
溶化偷偷想你的伪装
落叶排成思念的形状
我撑着伞 不去看
樱花飘落悲后的悠雅
藏着一句说不出的话
窗外吹着屋里的牵挂
轻轻吹动 我头发
如此 的爱你
化自痛的伤 我不想抵抗
该要如何学会隐藏
傻傻的微笑表情却无法言语
偷偷的像是记忆里幸福的相机
静静的呼吸身边有你的空气
我还记得你 说樱花很美丽
不愿意在今夜从你身边离去
不忘记写下樱花飘落的那场雨
不放弃心中刻下了永远爱你
你说我和你 都为了此刻 着迷

樱花飘落悲谷的悠雅
藏着一句说不出的话
窗外吹着屋里的牵挂
轻轻吹动 我头发
如此 的爱你
化自痛的伤 我不想抵抗
该要如何学会隐藏
傻傻的微笑表情却无法言语
偷偷的像是记忆里幸福的相机
静静的呼吸身边有你的空气
我还记得你 说樱花很美丽
不愿意在今夜从你身边离去
不忘记写下樱花飘落的那场雨
不放弃心中刻下了永远爱你
你说我和你 都为了此刻 着迷

傻傻的微笑表情却无法言语
偷偷的像是记忆里幸福的相机
静静的呼吸身边有你的空气
我还记得你 说樱花很美丽
不愿意在今夜从你身边离去
不忘记写下樱花飘落的那场雨
不放弃心中刻下了永远爱你
你说我和你 都为了此刻 着迷

收起"
肩上蝶,古风,"作曲 : 丁于
作词 : 孙滨
一场雪下不尽冬天的冷漠
一首歌唱不完你给的结果
曾经的温暖再也找不到了为什么

你的怀抱如何变成别人的
我再也打不开你心中的枷锁
曾经的故事写不出结局为什么

任誓言写进落叶随风飘过
难道我的等待只剩下折磨
我愿意化蝶在你肩上落
守住你并不经意的执着
哪怕泪流出来还是软弱
哪怕爱跌落了还不如昨

我愿意化蝶在你肩上落
守住你并不经意的执着
相信雨能淋湿你的寂寞
相信路不会永远都坎坷

一场雪下不尽冬天的冷漠
一首歌唱不完你给的结果
曾经的温暖再也找不到了为什么

你的怀抱如何变成别人的
我再也打不开你心中的枷锁
曾经的故事写不出结局为什么

任誓言写进落叶随风飘过
难道我的等待只剩下折磨

我愿意化蝶在你肩上落
守住你并不经意的执着
哪怕泪流出来还是软弱
哪怕爱跌落了还不如昨

我愿意化蝶在你肩上落
守住你并不经意的执着
相信雨能淋湿你的寂寞
相信路不会永远都坎坷

我愿意化蝶在你肩上落
守住你并不经意的执着
哪怕泪流出来还是软弱
哪怕爱跌落了还不如昨
我愿意化蝶在你肩上落
守住你并不经意的执着
相信雨能淋湿你的寂寞
相信路不会永远都坎坷

收起"
弱水三千,古风,"作曲 : 徐一鸣·
作词 : 花香彼岸
梨花飘落在你窗前
画中伊人在闺中怨
谁把思念轻描淡写
只想留足时间为你穿越

我停步白墙青瓦的屋檐
等你撑伞走过我身边
古镇上谁家的炊烟
在为我们酝酿当年的月圆

一双鸳鸯 戏在雨中那水面
就像思念苦里透着甜
我不问弱水三千几人能为我怨
轮回百转 只求陪你续前缘

一曲琵琶 弦断邂逅的古街
爱的桥段叫我怎么写
那弱水三千若能把那 今生湮灭
前世亏欠 我愿等来生再还

篆刻离别烟雨江南
你的美我不忍落款
牧笛吹皱岁月的脸
红尘笑看偏偏为你眷恋

你手绣梅花报春的眉间
溢满永世不悔的无邪
牌坊上斑驳的记载
可是你为等我刻下的誓言

一双鸳鸯 戏在雨中那水面
就像思念苦里透着甜
我不问弱水三千几人能为我怨
轮回百转 只求陪你续前缘

一曲琵琶 弦断邂逅的古街
爱的桥段叫我怎么写
那弱水三千若能把那 今生湮灭
前世亏欠 我愿等来生再还
那弱水三千若能把那 今生湮灭
前世亏欠 我愿等来生再还

收起"
烟雨行舟,古风,"作曲 : Bye【清禾音社】
作词 : Bye【清禾音社】
编曲：Bye【清禾音社】
混音：MR鱼
母带：MR曾经
烟雨入江南
山水如墨染
宛若丹青未干
提笔然 点欲穿
行舟临秀川
画鷁推清澜
缱绻怡然
天色沉靛蓝
波光似锦缎
缀着零星白帆
诗情满 千卷难
渔舟齐桅杆
鸳鸯凭舷栏
琴瑟相伴
一叶轻船
一双桨悠懒
一绵江风微拂素罗衫
渔火点点聚散
欸乃声声浅淡
天近晚
炊烟袅飘沿斑
一叶轻船
一双人倚揽
一曲烟雨行舟太缓慢
执手相看
把酒当歌言欢
红尘路漫漫
愿今生与你共览
暮霭渐褪暗
胭脂余味淡
我支着竹绢伞
你闲摆花团扇
浪儿晃曳慢
夜垂云流缓
且吟且谈
一叶轻船
一双桨悠懒
一绵江风微拂素罗衫
渔火点点聚散
欸乃声声浅淡
天近晚
炊烟袅飘沿斑
一叶轻船
一双人倚揽
一曲烟雨行舟太缓慢
执手相看
把酒当歌言欢
红尘路漫漫
欲今生与你共览
一叶轻船
一双月对半
一帘清梦幽幽醉阑珊
移舟靠岸
案前惟剩空盏
莫怨良辰短
曲终了韵意未完

收起"
"一梦青丘
倩女手游青丘桃缘主题曲",古风,"作曲 : Mzf小慕/银临
作词 : 清彦
编曲：Mzf小慕
后期：Mr.曾经
笛萧：笛呆子囚牛
文案：
听闻江湖之远，有一世外仙境，名曰“青丘”，
中有桃花灼灼，高崖飞雪，亭台楼阁，曲水虹桥。
世人皆传青丘多狐，每至春分，桃花开处，常有白狐出没，
化作姣好女子抑或英俊男子，衔花求侣于迷谷树下，
若是有缘人误入此间，必得一段如画姻缘。
你，可会是那有缘人？
特曼：
云深雾迷离 依稀有白狐衔花
循踪至 转眸遇见她
云の泣：
风吹散桃花 翩翩落迷谷树下
悄然拾起 一念缘法
合唱：
清溪岸（清溪岸）草如烟（草如烟）
相眠一地繁花 指相牵
云の泣：
斜风细雨书生瘦马 沦陷只于一眼
瓣瓣桃红 青丘十里绵延
特曼：
看高崖飞雪落云天 作别人间贪嗔百念
与你 长留此间风月

特曼：
云深不知处 是否仍有狐衔花
虹桥上 谁笑而不答
云の泣：
风拂过枝桠 迷谷树下又落花
也曾虔诚 修万千法
合唱：
山海盟（山海盟）白首约（白首约）
此情碧落黄泉 亦难迁
云の泣：
任桃花簌簌染红笺 似是提笔流连
你之于我 一纸如何尽言
特曼：
听一夜春雨说相思 窗前慢忆朝夕经年
为你 点画眉间深浅
合唱：
惟愿此生终老青丘 白云仙乡不羡
花开花谢 回忆随之漫延
是那年隔花初相见 生世相许蓦然回首间
共你 沧海桑田百年
共你沧海桑 田百年



收起"
月牙湾,古风,"作曲 : 阿沁
作词 : 易家扬 谢宥慧
敦煌天空的沙粒
带着我们的记忆
我从半路看回去
这秦关漫漫好蜿踞

梦想穿过了西域
包含了多少的禅意
爱情像一本游记
我会找寻它的密语
看月牙湾下的泪光
在丝路之上被遗忘

是谁的心啊 孤单地留下
他还好吗 我多想爱他
那永恒的泪 凝固那一句话
也许可能蒸发

是谁的爱啊 比泪水坚强
轻声呼唤 就让我融化
每一滴雨水 演化成我翅膀
向着我爱的人 追吧

梦想穿过了西域
包含了多少的禅意
爱情像一本游记
我会找寻它的密语
看月牙湾下的泪光
在丝路之上被遗忘

是谁的心啊 孤单地留下
他还好吗 我多想爱他
那永恒的泪 凝固那一句话
也许可能蒸发

是谁的爱啊 比泪水坚强
轻声呼唤 就让我融化
每一滴雨水 演化成我翅膀
向着我爱的人 追吧

是谁的心啊 孤单地留下
他还好吗 我多想爱他
那永恒的泪 凝固那一句话
也许可能蒸发

是谁的爱啊 比泪水坚强
轻声呼唤 就让我融化
每一滴雨水 演化成我翅膀
向着我爱的人 追吧

收起"
泼墨漓江【茜色诗集】,古风,"作曲 : 玖玲
作词 : 冥凰
【混音：CuTTleFiSh】
【古筝：陶特】【古琴/二胡/大提琴：柠檬CC露】【笛箫：O天气晴朗O】【协力︰司鼓君】
【协力︰司鼓君】【特别鸣谢︰大司乐府】
迷离间如水山歌绕过一弯又一弯
雨消后漫卷细皴看疲沓了还要看
老鸦听江心蓑翁使唤 捉黄鱼二三
远处有怪崖奇岩 白瀑几串

算不懂碎石小道往来车马如何慢
有茂林修竹长桥短亭谁人梦江南
愁楚客欲说完 阿妹愣不管
停杯笑无聊心事独自呢喃

想柳岸孤燕返 或唱《王榭传》
不如前尘抛却 兴衰都看淡
难得空半生闲适倦懒 谪仙泼墨作伴
若桂酒甘醇自当斟满

月落天白 船动莲开
戏文中悲喜醉眼忘 来去自在
水流山黛 风卷云来
览尽了人间至难 亦不觉窄
休去说闲与愁 何不若与我 共语濛烟外

偶然读几出才子佳人俱是纸上欢
羡煞那苗家姊妹从来不用翻西厢
恰巧有阿哥寨下寻访 好个俊模样
赶忙将银饰穿戴 尽朝那望

都道是白衣伶仃出了临安过潇湘
又何劳跟我贫嘴叹我不愿理红妆
有哪句牵心话 情深意未长
合眠听笛声悠悠 泛舟江上

想洞庭归途远 柳生稍思量
姻缘最忍不过 痴心儿胡乱
难得落一身形骸放浪 莫顾儒生长短
几人能求得如此风光

月落天白 船动莲开
任古今相思作一传 仍是不爱
水流山黛 风卷云来
收不住过眼烟波 有甚感慨
消片刻天地宽 哪稀罕什么
扬名千万载
去国怀乡 杯茶也醉
妾知漓江雨同是男儿泪
幸而能为君铺开百里山水
或使游子流连一时间不知归

月落天白 船动莲开
戏文中悲喜醉眼忘 来去自在
水流山黛 风卷云来
览尽了人间至难 亦不觉窄
休去说闲与愁 何不若与我 共语濛烟外
收起"
千百度,古风,"作曲 : 许嵩
作词 : 许嵩
编曲：杨阳

关外野店 烟火绝 客怎眠

寒来袖间 谁为我 添两件

三四更雪 风不减 吹袭一夜
只是可怜 瘦马未得好歇

怅然入梦 梦几月 醒几年

往事凄艳 用情浅 两手缘

鹧鸪清怨 听得见 飞不回堂前

旧楹联红褪墨残谁来揭

我寻你千百度 日出到迟暮
一瓢江湖我沉浮

我寻你千百度 又一岁荣枯
可你从不在 灯火阑珊处

怅然入梦 梦几月 醒几年

往事凄艳 用情浅 两手缘

鹧鸪清怨 听得见 飞不回堂前
旧楹联红褪墨残谁来揭

我寻你千百度 日出到迟暮
一瓢江湖我沉浮

我寻你千百度 又一岁荣枯

可你从不在 灯火阑珊处

我寻你千百度 日出到迟暮
一瓢江湖我沉浮

我寻你千百度 又一岁荣枯

你不在 灯火阑珊处
收起"
七夕,古风,"作曲 : 银临
作词 : 烟花瀑布
万家穿针乞巧心系檀郎
丝竹悠扬我对婵娟焚香
金风玉露 华灯初上
温柔靠在你的胸膛

秋意勾画一幅渔火钱江
如水晕墨章烙印我心上
良辰美景愿与你共赏
朗月清风送来花香
语难道尽两情长 风雨路共闯
与君相伴到天荒

七夕的夜 银烛秋光
喜鹊唱在柳梢新月明亮
青石小巷 灯火摇晃
牵你的手演织女和牛郎
你我好像 鸳鸯一双
比翼飞过嫦娥的身旁
温暖想象 你来娶我进喜堂
心中一片锦绣艳阳

万家穿针乞巧心系檀郎
丝竹悠扬我对婵娟焚香
金风玉露 华灯初上
温柔靠在你的胸膛

秋意勾画一幅渔火钱江
如水晕墨章烙印我心上
良辰美景愿与你共赏
朗月清风送来花香
语难道尽两情长 风雨路共闯
与君相伴到天荒

七夕的夜 银烛秋光
喜鹊唱在柳梢新月明亮
青石小巷 灯火摇晃
牵你的手演织女和牛郎
你我好像 鸳鸯一双
比翼飞过嫦娥的身旁
温暖想象 你来娶我进喜堂
心中一片锦绣艳阳

收起"
酒酿相思,古风,"作曲 : 丢子
作词 : 檀烧
朱雀桥边一盏茶 占了什么卦
入了水的鸳鸯呀 几根白头发
我有一畦同心田 开了相思花呀
送与月儿额边挂 照她心牵挂
梨花陌上采 良人音犹在
三两愁肠屋前晒一晒
荷花红太快 巧手轻轻摘
半分嫣红悄悄爬上腮
两斗三生水 十升痴心麦
连花带曲院中埋一埋
一春又一载 瓮启笑颜开
酒香领着心上人儿回来
心里藏的许多话 说给好菩萨
愿他时时都平安 早日得还家
秋千旁的红豆呀 结了果一荚呀
私塾外的八哥它 在叫思无邪呀
丹桂好无赖 欲拂又满怀
月下心事玉兔猜一猜
梅香最难耐 绢纱装一袋
丝丝缕缕寒夜香不败
两斗三生水 十升痴心麦
连花带曲院中埋一埋
一春又一载 瓮启笑颜开
酒香领着心上人儿回来
酒香领着心上人儿回来
收起"
梦离殇,古风,"倾一独袖惊鸿飘掠
金榜画竹情长泯灭
羌外带雪长安无解
转眼白驹时流荒野
玉铃一系万般生死劫（生死劫）
啦儿啦儿啦儿啦儿啦
故人西辞
柔肠化雨绵
（咿呀~~~）
伊人朱砂 卧床看云起月光（伊人朱砂）
昔日少年 志向入红榜名堂（红榜名堂）
你说爱一世堂皇 还一世殇（你说爱一世荒唐）
经年过 素红妆 回眸望
笙歌清扬 梦回了儿时徜徉（笙歌清扬）
樱枝作竹马 嬉鞠帘幔为裳（帘幔为裳）
打马过隙任年华 熙熙攘攘（任年华熙壤）
恣君醉卧 终不诉离殇（终不诉离殇）
又是除夕挑灯入夜
回看窗上霜花映月
胸口一点朱砂带血
少年愿是归梦思结
与子故成说梦醒惊觉（梦醒惊觉）
啦儿啦儿啦儿啦儿啦
何人痴笑
故往再翩跹
（咿呀~~~）
伊人朱砂 卧床看云起月光（伊人朱砂）
昔日少年 志向入红榜名堂（红榜名堂）
你说爱一世堂皇 还一世殇（你说爱一世荒唐）
经年过 素红妆 回眸望
笙歌清扬 梦回了儿时徜徉（笙歌清扬）
樱枝作竹马 嬉鞠帘幔为裳（帘幔为裳）
打马过隙任年华 熙熙攘攘（任年华熙壤）
恣君醉卧 终不诉离殇（终不诉离殇）
那一年桃花 谢了染梨棠
长安望荷塘 画柳桔梗香
心向往你我 辜负了多年韶光（辜负了韶光）
梦迟归有你在的地方（你在的地方）
收起"
诗话小镇,古风,"落枫染红晚霞
黄昏带走归鸦
我横笛郊外你牧马
江上木筏声咿呀
看流水送落花
江南烟雨诗化你的无瑕
竹篱笆月牙歇青瓦
听你长亭外弹风雅
岁月如流沙苍老了风华
那誓言未长大
流年斑驳眉心朱砂
你画上哪个她
繁华褪尽薄了红纱
流年斑驳多少春夏
那故事分了岔
而那青梅竹马已被风化
落枫染红晚霞
黄昏带走归鸦
我横笛郊外你牧马
江上木筏声咿呀
看流水送落花
江南烟雨诗化你的无瑕
竹篱笆月牙歇青瓦
听你长亭外弹风雅
岁月如流沙苍老了风华
那誓言未长大
流年斑驳眉心朱砂
你画上哪个她
繁华褪尽薄了红纱
流年斑驳多少春夏
那故事分了岔
而那青梅竹马已被风化
烟雨晕开江南的画
你执笔写牵挂
小镇人家你藏在哪
烟雨晕开江南的画
思念我全喝下
转身烟波淼淼诗话天涯

收起"
长相忆,古风,"生来云水处 四时与我作知己

三月莺枕海棠膝 穷节簪雪梅花鬓

再张琴邀雨 手谈天星

未及今夜忽逢君 故人最解意

凤游天地间 花香迎我逍遥去

江湖寂寥是非地 应有美酒染髭须

人生当得意 一指灵犀

信步小楼长身立 相对君笑语

常是闻君山南我亭西 各抖襟上雨

某夜烹茶雪初沸 十里迎马蹄

待到来年并辔过江南 春风酿桃李

任它白马踏芳归 廊下戏池鱼

从来无情剑 穿花吹雪不沾衣

连挑尘寰劈龙脊 再引天光向归墟

惯在云山外 久是畸零

知交若向人间觅 应在孤城里

本是浮云客 重霄之上三尺提

几历生死心无惧 败亦何悲胜何喜

万家灯火熄 满城孤寂

去往红尘赋终曲 以雪葬剑意

我拥万梅而君向云栖各有一传奇

某夜西来遇飞仙 可与共攀星

待到经年赴约洛阳里 恰逢是佳期

并肩横桥映流水 不问久别离

天公铺排人间好天地 由来百千景

不及错身遇个你 穷尽诗家笔

待到山光水色竞相逸 重拾故笺寄

旧墨中藏情几许 君当长相忆

收起"
弹指一挥间,古风,"作曲 : 许嵩
作词 : 许嵩
制作人：许嵩
编曲：杨阳
弦乐：中国国家交响乐团
筝：程皓如
箫：陈悦
吉他：毕见昊
和声：许嵩/胡夏

雨掸霜叶 掸落一地过往

云遮秋雁 遮住十载月光

我推开窗 满手回忆沙沙作响
枕簟凉 残烛晃 人惆怅

离愁别恨 是心的溃疡

戴月披星 是你在流浪

你推开窗 花灯随烟波铺江上
露水凉 老船晃 人惆怅

弹指一挥间 你竟已遥远
沧海成荒野 真情永不灭

弹指一挥间 红尘已缈远
青丝蘸白雪 来路生云烟

离愁别恨 是心的溃疡

戴月披星 是你在流浪

你推开窗 花灯随烟波铺江上
露水凉 老船晃 人惆怅

弹指一挥间 你竟已遥远
沧海成荒野 真情永不灭

弹指一挥间 红尘已缈远
青丝蘸白雪 来路生云烟

弹指一挥间 你竟已遥远
沧海成荒野 真情永不灭

弹指一挥间 红尘已缈远
青丝蘸白雪 来路生云烟
收起"
"此间情长
《河神大人求收养》漫画主题曲",古风,"作曲 : 小旭音乐
作词 : 小旭PRO-纱朵、归野、沫末夕、清明谷雨春分时
漫画：伊凯/夏天岛、锐思/夏天岛
混音：小旭音乐
编曲：小旭音乐
PV：小旭PRO-HF
图片授权：夏天岛-《河神大人求收养》
联合出品：小旭音乐、夏天岛
我心悠悠几轮潮汐躲暗流
潇洒是一把折扇来相救
梦里依稀某人正年幼
恍惚谁把谁弄丢
我心幽幽无奈君不识邂逅
跋山涉水只为契约相守
说来话长伴壶酒
咱们慢慢叙旧
时间还足够
岁月轮转
沧海桑田
不知人情冷暖
你皱眉头
恼荒谬
却没远走向我伸出手
故事里何处是尽头
何必生烦忧
世人皆道是情深不寿
庸人自扰看那落叶翩翩我道天凉好个秋
故事里何处是温柔
早把你看透
醉看树影点点落满袖
昔年之约在回忆写就
我把那情长握满手

水默甄渚不分昼夜教甜腻
土地他竟会心仪兔子精
雷神随意地劈来劈去
我该如何表倾心
就算被冷言冷语骂神经病
还在消化什么是双商低
失去记忆不打紧
再不轻易远离
在你生命里
人妖殊途
相思入骨
动辄万劫不复
你皱眉头
也担忧
却没远走向我伸出手
故事里何处是尽头
何必生烦忧
世人皆道是情深不寿
庸人自扰看那落叶翩翩我道天凉好个秋
故事里何处是温柔
早把你看透
醉看树影点点落满袖
昔年之约在回忆写就
我把那情长握满手
收起"
潜别离,古风,"作曲 : 洪尘
作词 : 予词
编曲：洪尘
✿
初见时人间苏杭熙熙攘攘
西湖飘云楼外楼琴声悠扬
是谁走过脚步声不一样
风拂过回望一池芙蕖飘香
✿
一丈湖堤停一晌伴蝶一双
梁间归燕呢喃怕春光烫伤
跋山涉水踏不过一方纸窗
这尘缘初始就为让人惆怅
✿
是伊人红妆浅笑成全梦的模样
是曲终声凉月色溶化谁的念想
是离散相思殇情丝空留哭腔
转身一句再见所有归途都流浪
✿
是云来催梦醒觉消散一份过往
是雨停潜别离间红豆凉成遗忘
不得语暗相思只能两心深藏
是相思难解却无处安放
✿

夜苍茫提笔回忆诗几行
墨色香迷醉或许清醒更迷茫
一路漫长又盼红袖在身旁
只恐慌时光太长想念都耗光
✿
是伊人红妆浅笑成全梦的模样
是曲终声凉月色溶化谁的念想
是离散相思殇情丝空留哭腔
转身一句再见所有归途都流浪
✿
是云来催梦醒觉消散一份过往
是雨停潜别离间红豆凉成遗忘
不得语暗相思只能两心深藏
是相思难解却无处安放
是相思难解却无处安放
收起"
梅坞寻茶,古风,"三月三天水蓝阳光照暖了青杉
古道弯弯追逐云海波澜
风轻轻吹过的烂漫
一地枝桠一晌清欢
石桥边波光转倒映春色的斑斓
涟漪晕开了花香的软暖
谁家门前歌声悠然
半杯清茶半阙临安
盏中茶暗香冉冉绕三圈，抬头看日光倾斜，
心随流水潺潺身轻欲上九天，一瓯说尽风云闲
长长的歌呀唱几遍，清歌漫语的少年
遍地摇曳的山茶在心间
枝间蝴蝶飞翩跹
长长的路呀走几遍，能否携手到天边
十里梅坞蕴茶香在溪涧
白云深处歌声远
三月三天水蓝阳光照暖了青杉
古道弯弯追逐云海波澜
风轻轻吹过的烂漫
一地枝桠一晌清欢
石桥边波光转倒映春色的斑斓
涟漪晕开了花香的软暖
谁家门前歌声悠然
半杯清茶半阙临安
盏中茶暗香冉冉绕三圈，抬头看日光倾斜，
心随流水潺潺身轻欲上九天，一瓯说尽风云闲
长长的歌呀唱几遍，清歌漫语的少年
遍地摇曳的山茶在心间
枝间蝴蝶飞翩跹
长长的路呀走几遍，能否携手到天边
十里梅坞蕴茶香在溪涧
白云深处歌声远
长长的歌呀唱几遍，清歌漫语的少年
遍地摇曳的山茶在心间
枝间蝴蝶飞翩跹
长长的路呀走几遍，能否携手到天边
十里梅坞蕴茶香在溪涧
白云深处歌声远
收起"
荷花亭,古风,"作曲 : 高进
作词 : 高进
yeah 弯弯的月牙 la la la
三月在花前的湖边
是谁弄情吟诗声声的琵琶间
古道庭院倒影在山水里面
落花漂浮的你的一笑醉红颜
月落乌啼已走远
赏一轮明月让你太留恋
是花太香还是让我挂牵
时间仿佛停留在这一年
把酒当歌留下相思泪
遥望窗外纷飞雨
不去问那是与非

江南雨我的泪滴滴洒落我心扉
断桥上那一夜独自寒暄无人陪
迎岸柳花舞动青天
一点一点缭乱了我的心碎
荷花亭前我的泪
滴滴洒落变成了湖水
倒影如镜面看我的脸
犹如变了模样认不清我是谁
荷花亭前的柳叶眉
你可知道我为你心碎
与君梦一场千百回
愿能一生相伴
比翼双飞

三月在花前的湖边
是谁弄情吟诗声声的琵琶间
古道庭院倒影在山水里面
落花漂浮的你的一笑醉红颜
月落乌啼已走远
赏一轮明月让你太留恋
是花太香还是让我挂牵
时间仿佛停留在这一年
把酒当歌留下相思泪
遥望窗外纷飞雨
不去问那是与非

江南雨我的泪滴滴洒落我心扉
断桥上那一夜独自寒暄无人陪
迎岸柳花舞动青天
一点一点缭乱了我的心碎
荷花亭前我的泪
滴滴洒落变成了湖水
倒影如镜面看我的脸
犹如变了模样认不清我是谁
荷花亭前的柳叶眉
你可知道我为你心碎
与君梦一场千百回
愿能一生相伴
比翼双飞

la la la la
倒影如镜面再看我的脸
犹如变了模样认不清我是谁
la la la la

与君梦一场千百回
愿能一生相伴
比翼双飞
收起"
