,Song_Name,Genre,Lyrics
112,Perfect Symphony,Pop,"[Verse 1: Ed Sheeran]
I found a love for me
Oh darling, just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waiting for me
'Cause we were just kids when we fell in love
Not knowing what it was
I will not give you up this time
But darling, just kiss me slow, your heart is all I own
And in your eyes, you're holding mine

[Chorus 1: Ed Sheeran]
Baby, I'm dancing in the dark with you between my arms
Barefoot on the grass, listening to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, darling, you look perfect tonight

[Verse 2: Andrea Bocelli]
Sei la mia donna
La forza delle onde del mare
Cogli i miei sogni e i miei segreti molto di più
Spero che un giorno, l'amore che ci ha accompagnato
Diventi casa, la mia famiglia, diventi noi
E siamo sempre bambini ma
Nulla è impossibile
Stavolta non ti lascerò
Mi baci piano ed io, torno ad esistere
E nel tuo sguardo crescerò

[Chorus 2: Andrea Bocelli]
Ballo con te, nell'oscurità
Stretti forte poi, a piedi nudi noi
Dentro la nostra musica
Ti ho guardato ridere e sussurrando ho detto
Tu stasera, vedi sei perfetta per me

[Chorus 3: Ed Sheeran & Andrea Bocelli]
Ballo con te, nell'oscurità
Stretti forte poi, a piedi nudi noi
Dentro la nostra musica
Ho creduto sempre in noi
Perchè sei un angelo e io ti ho aspettato
Quanto ti ho aspettato
Perché tu stasera, sei perfetta per me"
113,Papaoutai,Pop,no lyrics
114,Silence,Pop,"[Verse 1]
Yeah, I'd rather be a lover than a fighter (fighter)
'Cause all my life, I've been fighting
Never felt a feeling of comfort
All this time, I've been hiding
And I never had someone to call my own, oh nah
I'm so used to sharing
Love only left me alone
But I'm at one with the silence

[Chorus]
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long

[Drop]
I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long

[Verse 2]
I'm in need of a savior, but I'm not asking for favors
My whole life, I've felt like a burden
I think too much, and I hate it
I'm so used to being in the wrong, I'm tired of caring
Loving never gave me a home, so I'll sit here in the silence

[Chorus]
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long

[Drop]
I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long"
115,Famous,Pop,"[Intro: Rihanna & Kanye West]
Man I can understand how it might be
Kinda hard to love a girl like me
I don't blame you much for wanting to be free
I just wanted you to know
Swizz told me let the beat rock

[Verse 1: Kanye West & (Swizz Beatz)]
For all my Southside niggas that know me best
I feel like me and Taylor might still have sex
Why? I made that bitch famous (Goddamn)
I made that bitch famous
For all the girls that got dick from Kanye West
If you see 'em in the streets give 'em Kanye's best
Why? They mad they ain't famous (Goddamn)
They mad they still nameless (Talk that talk, man)
Her man in the store tryna try his best
But he just can't seem to get Kanye fresh
But we still hood famous (Goddamn)
Yeah we still hood famous

[Chorus: Rihanna & Swizz Beatz]
I just wanted you to know
I loved you better than your own kin did
From the very start
I don't blame you much for wanting to be free
Wake up, Mr. West! Oh, he's up!
I just wanted you to know

[Verse 2: Kanye West & Swizz Beatz]
I be Puerto Rican day parade floatin'
That Benz Marina Del Rey coastin'
She in school to be a real estate agent
Last month I helped her with the car payment
Young and we alive, whoo!
We never gonna die, whoo!
I just copped a jet to fly over personal debt
Put one up in the sky
The sun is in my eyes, whoo!
Woke up and felt the vibe, whoo!
No matter how hard they try, whoo!
We never gonna die

[Chorus: Rihanna]
I just wanted you to know

[Bridge: Sister Nancy & Swizz Beatz]
Bam bam, 'ey 'ey 'ey
Bam bam bam, bam bam dilla
Bam bam 'ey 'ey 'ey
What a bam bam, bam bam dilla
How you feeling right now? Let me see your lighters in the air
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam
Let me see your middle finger in the air
Bam bam 'ey 'ey 'ey
Bam bam bam, bam bam dilla
Let me see you act up in this motherfucker
Bam bam 'ey 'ey 'ey
What a bam bam, bam bam dilla
How you feelin', how you feelin, how you feelin' in this mother fucker, god damn
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam
One thing you can't do is stop us now
Bam bam,'ey 'ey 'ey
Bam bam bam, bam bam dilla
You can't stop the thing now
Bam bam bam 'ey 'ey 'ey
What a bam bam, bam bam dilla
Man it's way too late, it's way too late, it's way too late you can't fuck with us
Bam bam, 'ey 'ey 'ey 'ey 'ey
Bam bam, 'ey 'ey 'ey
What a bam
To the left, to the right
Bam bam 'ey 'ey 'ey
Bam bam bam, bam bam dilla
I wanna see everybody hands in the air like this
Bam bam 'ey 'ey 'ey
What a bam bam, bam bam dilla
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam, bam

[Outro: Nina Simone]
I just wanted you to know
I loved you better than your own kin did
From the very start
I don't blame you much for wanting to be free
I just wanted you to know

[Produced by Kanye West, Charlie Heat, Havoc & Noah Goldstein]"
116,Attention,Pop,"[Intro]
Woah-oah, hm-hmm

[Verse 1]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
You've been going 'round, going 'round, going 'round
Every party in LA
'Cause you knew that I, knew that I, knew that I'd
Be at one, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Verse 2]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
Baby, now that we're, now that we're, now that we're
Right here standin' face to face
You already know, 'ready know, 'ready know
That you won, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect? (oh baby)
But you're not coming home with me tonight, oh no

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new (someone new)
Yeah, you just want attention (oh), I knew from the start (the start)
You're just making sure I'm never gettin' over you (over you), oh

[Bridge]
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Bridge]
What are you doin' to me? (Hey)
What are you doin', huh? (What are you doin', love?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh? (You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?"
117,Lay Me Down,Pop,"[Verse 1]
Yes I do, I believe
That one day I will be where I was
Right there, right next to you
And it's hard, the days just seem so dark
The moon, the stars are nothing without you
Your touch, your skin, where do I begin?
No words can explain the way I'm missing you
Deny this emptiness, this hole that I'm inside
These tears, they tell their own story

[Pre-Chorus]
Told me not to cry when you were gone
But the feeling's overwhelming, it's much too strong

[Chorus]
Can I lay by your side, next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here if I can't be with you tonight

[Verse 2]
I'm reaching out to you
Can you hear my call?
This hurt that I've been through
I'm missing you, missing you like crazy

[Pre-Chorus]
Told me not to cry when you were gone
But the feeling's overwhelming, it's much too strong

[Chorus-Sam Smith ]
Can I lay by your side, next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here if I can't be with you tonight

[Outro-Sam Smith ]
Lay me down tonight, lay me by your side
Lay me down tonight, lay me by your side
Can I lay by your side, next to you, you"
118,Meant to Be,Pop,"[Verse 1: Florida Georgia Line]
Baby, lay on back and relax
Kick your pretty feet up on my dash
No need to go​ nowhere fast
Let's enjoy right here where we at

[Pre-Chorus: Florida Georgia Line]
Who knows where this road is supposed to lead?
We got nothing, but time
As long as you're right here next to me, everything's gonna be alright

[Chorus: Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, just let it be
If it's meant to be, it'll be, it'll be
Baby, just let it be
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Verse 2: Bebe Rexha]
I don't mean to be so uptight
But my heart's been hurt a couple times
By a couple guys that didn't treat me right
I ain't gon' lie, ain't gon' lie
'Cause I'm tired of the fake love
Show me, what you're made of
Boy, make me believe

[Pre-Chorus: Florida Georgia Line]
Oh hold up, girl, don't you know you're beautiful?
And it's easy to see

[Chorus: Bebe Rexha & Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, just let it be
If it's meant to be, it'll be, it'll be
Baby, just let it be
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Post-Chorus: Bebe Rexha & Florida Georgia Line]
So c'mon, ride with me, ride with me
See, where this thing goes
So c'mon, ride with me, ride with me
See, where this thing goes
Baby, if it's meant to be

[Bridge: Bebe Rexha & Florida Georgia Line]
Maybe we do
Maybe we don't
Maybe we will
Maybe we won't

[Chorus: Bebe Rexha & Florida Georgia Line]
But if it's meant to be, it'll be, it'll be
Baby, just let it be (take it, baby)
If it's meant to be, it'll be, it'll be (c'mon)
Baby, just let it be (let's go)
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Outro: Bebe Rexha & Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be"
119,Delicate,Pop,"[Intro]
This ain't for the best
My reputation's never been worse, so
You must like me for me…
We can't make
Any promises now, can we, babe?
But you can make me a drink

[Verse 1]
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black
Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh damn, never seen that color blue
Just think of the fun things we could do
'Cause I like you

[Pre-Chorus]
This ain't for the best
My reputation's never been worse, so
You must like me for me…
Yeah, I want you
We can't make
Any promises now, can we, babe?
But you can make me a drink

[Chorus]
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it... delicate?

[Verse 2]
Third floor on the West Side, me and you
Handsome, you're a mansion with a view
Do the girls back home touch you like I do?
Long night, with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share
'Cause I like you...

[Pre-Chorus]
This ain't for the best
My reputation's never been worse, so
You must like me for me…
Yeah, I want you...
We can't make
Any promises now, can we, babe?
But you can make me a drink

[Chorus]
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it delicate?

[Bridge]
Sometimes I wonder when you sleep
Are you ever dreaming of me?
Sometimes when I look into your eyes
I pretend you're mine, all the damn time
'Cause I like you

[Chorus]
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
(Yeah, I want you)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate (delicate)
'Cause I like you
Is it cool that I said all that?
Isn't it? Isn't it? Isn't it? Isn't it?
Is it chill that you're in my head?
Isn't it? Isn't it? Isn't it? Isn't it?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
(Yeah, I want you)
Is it cool that I said all that?
Isn't it? Isn't it? Isn't it? Isn't it?
Is it too soon to do this yet?
Isn't it? Isn't it? Isn't it?
'Cause I know that it's delicate
Isn't it delicate?"
120,The Schuyler Sisters,Pop,"[BURR]
There’s nothing rich folks love more
Than going downtown and slummin’ it with the poor
They pull up in their carriages and gawk
At the students in the common
Just to watch them talk
Take Philip Schuyler: the man is loaded
Uh-oh, but little does he know that
His daughters, Peggy, Angelica, Eliza
Sneak into the city just to watch all the guys at—

[COMPANY]
Work, work!

[ANGELICA]
Angelica!

[COMPANY]
Work, work!

[ELIZA]
Eliza!

[PEGGY]
And Peggy!

[COMPANY]
Work, work!
The Schuyler sisters!

[ANGELICA]
Angelica!

[PEGGY]
Peggy!

[ELIZA]
Eliza!

[COMPANY]
Work!

[PEGGY]
Daddy said to be home by sundown

[ANGELICA]
Daddy doesn’t need to know

[PEGGY]
Daddy said not to go downtown

[ELIZA]
Like I said, you’re free to go

[ANGELICA]
But—look around, look around, the
Revolution’s happening in New York

[ELIZA/PEGGY]
New York

[COMPANY]
Angelica

[SCHUYLER SISTERS AND COMPANY]
Work!

[PEGGY]
It’s bad enough daddy wants to go to war

[ELIZA]
People shouting in the square

[PEGGY]
It’s bad enough there’ll be violence on our shore

[ANGELICA]
New ideas in the air

[ANGELICA AND MALE ENSEMBLE]
Look around, look around—

[ELIZA]
Angelica, remind me what we’re looking for…

[ALL MEN]
She’s lookin’ for me!"
121,Rindu Sendiri,Pop,"Suara motorku
Semakin dekat
Kamu acuhkan sapa nya

Dia berupaya
Mencari senyum mu
Dengan rayuan yang pelik

Waktu demi waktu ku berlalu
Keinginanmu mulai tumbuh wo o oww

Bila dia merindukan mu sendiri woo
Jangan resah dia pasti pikirkan mu
Walau kau tak tahu huuu
Hingga di ujung malam

Engkau menyusuri
Jalan bersamanya
Dikala dinginnya senja

Hanya berduaan
Tanpa tahu tujuan
Bahkan tidak mau tahu

Namun sekarang engkau harus pulang
Tak ingin kau akhiri hari itu wo o oww

Bila dia merindukan mu sendiri woo
Jangan resah dia pasti pikirkan mu
Walau kau tak tahu huuu
Hingga di ujung malam

Bila dia..
Merindukan mu sendiri woo
Jangan resah dia pasti pikirkan mu
Walau kau tak tahu huu
Hingga di ujung malam

Jangan resah dia pasti pikirkan mu
Walau kau tak tahu huuu
Hingga di ujung malam"
122,Chootay Maatay Guri Mp3 Song Download DJpunjab Chotay Matay Guri Song Download Pagalworld,Pop,"Chootay Maatay Song Download, Chootay Maatay Mp3, Chootay Maatay Punjabi Song Download, Guri Chootay Maatay Song Download, Chootay Maatay Djpunjab, Guri Chootay Maatay New Song Download, Guri Chootay Maatay Mp3 Download, Chootay Maatay Full Song.pk, Guri Chootay Maatay Mp3 Free Download, Download Chootay Maatay Punjabi Song, Guri Chootay Maatay, Chotay Matay Mp3 Download, Guri Chotay Matay Mr-jatt,Chotay Matay Punjabi Song Download, Chotay Matay Mp3 Free Download, Chotay Matay Pagalworld, Chutay Mutay Song Download, Chutay Mutay Punjabi Song Download, Guri New Song Download"
123,Raat Kamaal Hai,Pop,"Raat Kamaal Hai - Guru Randhawa Mp3 Song

Raat kamaal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Tere mere pyaar di kahani fit hogayi
Jaise bollywood me koi movie hit hogayi (x2)

Main tere love mein
Tu mere love mein
Raja mera tu main teri raani ho gayi

Hathan vich hath akhan vich akh
Bajni beat naal hil de lakk ne (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamaal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Teri chadh di umar
Mainu lagda aa darr
Ho na jave mistake baby
Ka ton bekhabar (x2)

Gora gora mukhda chaand ka tukda
Utte kaala chashma lagda killer

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)"
124,LAHORE,Pop,"O lagdi Lahore di aa
Jis hisaab naa’ hansdi aa
O lagdi Punjab di aa
Jis hisaab naa’ takdi aa

O lagdi Lahore di aa
Jis hisaab naa’ hansdi aa
Kudi da pata karo
Kehde pind di aa
Kehde shehar di aa

Lagdi Lahore di aa
Jis hisaab naa’ hansdi aa
O lagdi Punjab di aa
Jis hisaab naa’ takdi aa

Delhi da nakhra aa
Style ohda wakhra aa
Bombay di garmi waang
Nature ohda athra aa

London ton aayi lagdi aa
Jis hisaab naa’ chaldi aa (x2)

Kudi da pata karo
Kehde pind di aa
Kehde shehar di aa

O lagdi Punjab di aa
O lagdi Lahore di aa

(O lagdi Lahore di aa
O lagdi Punjab di aa)

Chain mera le gayi aa
Dil vich beh gayi aa
Bulliyan te chup ohdi
Sab kujh keh gayi aa (x2)

Ankhiyan naa’ goli maar di aa
Andron pyar vi kardi aa (x2)

Kudi da pata karo
Kehde pind di aa
Kehde shehar di aa

O lagdi Punjab di aa
O lagdi Lahore di aa

(O lagdi Lahore di aa
O lagdi Punjab di aa)

Lagdi Lahore di aa
Jis hisaab naa’ hansdi aa
O lagdi Punjab di aa
Jis hisaab naa’ takdi aa

O lagdi Lahore di aa
Jis hisaab naa’ hansdi aa
Kudi da pata karo
Kehde pind di aa
Kehde shehar di aa

Lagdi Lahore di aa
O lagdi Punjab di aa"
125,Listen,Pop,"Listen
To the song here in my heart
A melody I start but can't complete

Listen
To the sound from deep within
It's only beginning to find release

Oh, the time has come for my dreams to be heard
They will not be pushed aside and turned
Into your own, all 'cause you won't listen

Listen
I am alone at a crossroads
I'm not at home in my own home
And I tried and tried to say what's on my mind
You should have known

Oh, now I'm done believin' you
You don't what I'm feelin'
I'm more than what you made of me
I followed the voice you gave to me
And now I've gotta find my own

You should have listened
There is someone here inside
Someone I thought had died
So long ago

Oh, I'm screamin' out and my dreams will be heard
They will not be pushed aside or worse
Into your own, all 'cause you won't listen

Listen
I am alone at a crossroads
I'm not at home in my own home
And I tried and tried to say what's on my mind
You should have known

Oh, now I'm done believin' you
You don't know what I'm feelin'
I'm more than what you made of me
I followed the voice you gave to me
But now I've gotta find my own

I don't know where I belong
But I'll be moving on
If you don't, if you won't

Listen
To the song here in my heart
A melody I start, but I will complete

Oh, now I'm done believin' you
You don't know what I'm feelin'
I'm more than what you made of me
I followed the voice you think you gave to me
But now I gotta find my own
My own"
126,MIC Drop (Steve Aoki Remix),Pop,no lyrics
127,You'll Be Back,Pop,"[Verse 1: KING GEORGE]
You say
The price of my love’s not a price that you’re willing to pay
You cry
In your tea which you hurl in the sea when you see me go by
Why so sad?
Remember we made an arrangement when you went away
Now you’re making me mad
Remember, despite our estrangement, I’m your man
You’ll be back, soon you’ll see
You’ll remember you belong to me
You’ll be back, time will tell
You’ll remember that I served you well
Oceans rise, empires fall
We have seen each other through it all
And when push comes to shove
I will send a fully armed battalion to remind you of my love!

[Chorus: KING GEORGE ]
Da da da dat da dat da da da da ya da
Da da dat dat da ya da!
Da da da dat da dat da da da da ya da
Da da dat dat da…

[Verse 2: KING GEORGE]
You say our love is draining and you can’t go on
You’ll be the one complaining when I am gone...
And no, don’t change the subject
Cuz you’re my favorite subject
My sweet, submissive subject
My loyal, royal subject
Forever and ever and ever and ever and ever…

[Verse 3: KING GEORGE]
You’ll be back like before
I will fight the fight and win the war
For your love, for your praise
And I’ll love you till my dying days
When you’re gone, I’ll go mad
So don’t throw away this thing we had
Cuz when push comes to shove
I will kill your friends and family to remind you of my love

[Chorus: KING GEORGE ]
Da da da dat da dat da da da da ya da
Da da dat dat da ya da!
Da da da dat da dat da da da da ya da
Da da dat—
Everybody!

[Chorus: FULL ENSEMBLE]
Da da da dat da dat da da da da ya da
Da da dat dat da ya da!
Da da da dat da dat da da da da ya da da da da
Dat dat da ya da!"
128,Lemon,Pop,"[Intro: Pharrell Williams]
The truth will set you free
But first, it'll piss you off

[Verse 1: Pharrell Williams]
Hate! Bad bitches wanna be my bae
Hate! Hunt me down like the C.I.A
Hate! Side of my car, tryna see my face
Hate! Want me to beat it like the T.I. case
Oh (hate!) and if it's heated I'ma feed my face
Hate! And best believe, it's gon' be outrageous
Hate! Hatin' niggas can't believe my race
Hate! Niggas hit you with the Eli face, oh

[Refrain: Pharrell Williams]
Bouncin' around, bouncin' around, bouncin'
Bouncin' around, bouncin' around, bouncin'
Scrunchin' their eyes with your name in their mouth and
Bouncin' around, bouncin' around, bouncin'

[Verse 2: Pharrell Williams]
Hate! You keep askin' me where I'm from
Hate! About the borders and, ""Did I run?""
Hate! Keep askin' how I feel 'bout guns
Hate! There's a light and dark army, which side you choose? Oh
Hate! If not now then when?
Hate! And if not me then who?
Hate! Don't drink the Kool-Aid, my friends
Hate! I tried to tell y'all about this dude

[Refrain: Pharrell Williams]
Bouncin' around, bouncin' around, bouncin'
Bouncin' around, bouncin' around, bouncin'
Hate supplements are found right in their couches
Bouncin' around, bouncin' around, bouncin'

[Interlude]
Wait, wait a minute
Shout out to them people, people
Wait, wait a minute
P-p-p-people, people
Wait, wait a minute
Mad ethnic right now

[Chorus: Rihanna]
I get it how I live it
I live it how I get it
Count the mothafuckin' digits
I pull up with a lemon
Not 'cause she ain't livin'
It's just your eyes get acidic
And this here ain't a scrimmage
Mothafucka, we ain't finished
I told you we won't stop
A nigga 'bouta business
Like yours, but you rent it
Wave hello to the top
Nigga the Veyron glide
Tell the paparazzi get the lens right
Got the window down, top, blowin' la
Got the hazards on, only doin' five

[Verse 3: Rihanna]
You can catch me, Rih, in the new La Ferrar'
And the truck behind me got arms
Yeah, longer than LeBron
Just waitin' for my thumb like The Fonz
Woo! This beat tastes like lunch
But it's runnin' from veneers and it's runnin' from the fronts
But everyday, hey, wasn't lemonade
I was afraid, once a nigga graduate
Would I be okay?
So I prayed and I played
It's Rihanna, nigga
My constellation in space
Warp speed, Doctor Spock couldn't chase, nigga

[Bridge: Pharrell Williams]
Nigga, bath salt, bitin' speakers in the face
Bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face
Bath, bath salt, bitin' speakers in the face

[Chorus: Pharrell Williams]
I get it how I live it
I live it how I get it
Count the mothafuckin' digits
I pull up with a lemon
Not 'cause she ain't livin'
It's just your eyes get acidic
And this here ain't a scrimmage
Mothafucka, we ain't finished
I told you we won't stop
A nigga 'bouta business
Like yours, but you rent it
Wave hello to the top
Nigga the Veyron glide
Tell the paparazzi get the lens right
Got the window down, top, blowin' la
Got the hazards on, only doin' five
You can catch me...

[Refrain: Pharrell Williams]
Bouncin' around, bouncin' around, bouncin'

[Outro: Pharrell Williams]
You can catch me
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute
Wait, wait a minute"
129,Feel It Still,Pop,"[Verse 1]
Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

[Chorus 1]
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still

[Verse 2]
Got another mouth to feed
Leave it with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Am I coming out of left field?

[Chorus 2]
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still

[Verse 3]
We could fight a war for peace
(Ooh woo, I'm a rebel just for kicks, now)
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
We could wait until the walls come down
(Ooh woo, I'm a rebel just for kicks, now)
It's time to give a little to the kids in the middle
But, oh until it falls
Won't bother me

[Bridge]
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?

[Pre-Chorus]
Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse, now
Might be over now, but I feel it still

[Chorus 3]
Ooh woo, I'm a rebel just for kicks, now
I've been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Might've had your fill, but I feel it still"
130,I'd Rather Be Me,Pop,"[JANIS]
So your best friend screwed you over
Acted nice when she’s not nice
Well, I have some advice
‘Cause it’s happened to me. Twice
Here’s my secret strategy
It always works because
The world doesn’t end
It just feels like it does

So raise your right finger
And solemnly swear
""Whatever they say about me
I don’t care!""

I won’t twist in knots to join your game
I will say, ""you make me mad.""
And if you treat me bad
I’ll say “you’re bad”

And if I eat alone from this moment on
That’s just what I’ll do
‘Cause I’d rather be me, I’d rather be me
I’d rather be me than be with you

We’re supposed to all be ladies
And be nurturing and care
Is that really fair?
Boys get to fight, we have to share
Here’s the way that turns out
We always understand
How to slap someone down
With our underhand

So here’s my right finger
To how girls should behave
'Cause sometimes what’s meant to break you
Makes you brave

So I will not act all innocent
I won’t fake apologize
Let’s just fight and then make up
Not tell these lies

Let’s call our damage even
Clean the slate till it's like new
It’s a new life for me
Where I’d rather be me
I’d rather be me
Than be with you

[JANIS]
I'll say, ""NO!""

[FEMALE STUDENTS]
NO!

[JANIS]
I’ll say, ""knock it off, with your notes and your rules and your games.""
And those sycophants who follow you
I’ll remember all their names

And when they drag you down
Like they inevitably do
I will not laugh along with them and approve their palace coup, ‘cause that’s not me

[FEMALE STUDENTS]
Janis. Janis. Janis. Janis"
